Sample_ID,String,Exped,Family,Binomial,Common name,MaxN,Biomass,Wt,a,b,Length,TR,VUL-F,PD,VUL-C,IUCN,Period time (mins)
PAL14_143,PAL14_29,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,1,0.3439,0.34,0.02,3.01,2.57,3.52,15,0.51615,-,LC,67.4805
PAL14_144,PAL14_29,Palau 2014,Carangidae,Caranx sp,Caranx trevally,2,1.3,0.63,0.0257,2.9365,2.98,3.849100875,37.88363014,0.567620548,-,LC,45.0638
PAL14_144,PAL14_29,Palau 2014,Carcharhinidae,Carcharhinus falciformis,silky shark,1,17 271,17 271,0.0154,2.922,117.61,4.5,79,0.5,76.31578947,VU,2.0783
PAL14_144,PAL14_29,Palau 2014,Juvenile,Juvenile sp,juvenile,4,3.8,1,0.0039,3.62,4.58,2,-,-,-,-,12.8905
PAL14_144,PAL14_29,Palau 2014,Monacanthidae,Monacanthidae sp,leatherjackets,2,3.8,1.9,0.0144,3.076,4.9,3.786503253,49.14460877,0.618913162,-,-,13.7783
PAL14_145,PAL14_29,Palau 2014,Carangidae,Carangidae sp,jacks,1,1.3,1.3,0.0257,2.937,3.81,3.79574374,49.40761956,0.613796318,-,-,112.2688
PAL14_145,PAL14_29,Palau 2014,Carangidae,Caranx sp,Caranx trevally,3,20.3,6.8,0.0257,2.9365,6.67,3.849100875,37.88363014,0.567620548,-,LC,85.3916
PAL14_145,PAL14_29,Palau 2014,Carcharhinidae,Carcharhinus falciformis,silky shark,1,13 925,13 925,0.0154,2.922,109.25,4.5,79,0.5,76.31578947,VU,6.3889
PAL14_145,PAL14_29,Palau 2014,Monacanthidae,Monacanthidae sp,leatherjackets,2,25.9,13,0.0144,3.076,9.13,3.786503253,49.14460877,0.618913162,-,-,121.4177
PAL14_146,PAL14_30,Palau 2014,Carangidae,Caranx sp,Caranx trevally,11,30.2,2.7,0.0257,2.9365,4.91,3.849100875,37.88363014,0.567620548,-,LC,48.6166
PAL14_146,PAL14_30,Palau 2014,Carangidae,Decapterus macarellus,mackerel scad,3,26.8,8.9,0.0078,3.14,8.52,4,20,0.0501,-,LC,49.0894
PAL14_146,PAL14_30,Palau 2014,Carangidae,Decapterus sp,Decapterus scad,83,182 295,2 196,0.0089,3.139,52.22,4,20,0.0501,-,LC,89.5427
PAL14_146,PAL14_30,Palau 2014,Monacanthidae,Monacanthidae sp,leatherjackets,9,21.4,2.4,0.0144,3.076,5.26,3.786503253,49.14460877,0.618913162,-,-,156.7104
PAL14_146,PAL14_30,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,1,0.1687,0.17,0.02,3.01,2.03,3.52,15,0.51615,-,LC,126.6243
PAL14_146,PAL14_30,Palau 2014,Sphyrnidae,Sphyrna zygaena,smoooth hammerhead,1,232 997,232 997,0.0085,2.84,332.58,4.32,85,0.5029,37.5,VU,3.2622
PAL14_147,PAL14_30,Palau 2014,Carangidae,Caranx sp,Caranx trevally,9,38.1,4.2,0.0257,2.9365,5.69,3.849100875,37.88363014,0.567620548,-,LC,136.088
PAL14_147,PAL14_30,Palau 2014,Coryphaenidae,Coryphaena hippurus,common dolphinfish,1,963,962.7,0.0202,2.799,46.92,4.4,40,1,69.50897571,LC,148.8027
PAL14_147,PAL14_30,Palau 2014,Monacanthidae,Monacanthidae sp,leatherjackets,4,7.2,1.8,0.0144,3.076,4.81,3.786503253,49.14460877,0.618913162,-,-,38.1727
PAL14_147,PAL14_30,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,2,0.6939,0.35,0.02,3.01,2.58,3.52,15,0.51615,-,LC,107.9473
PAL14_148,PAL14_30,Palau 2014,Carangidae,Caranx sp,Caranx trevally,9,12.3,1.4,0.0257,2.9365,3.87,3.849100875,37.88363014,0.567620548,-,LC,56.3627
PAL14_148,PAL14_30,Palau 2014,Carangidae,Decapterus sp,Decapterus scad,111,150,1.4,0.0089,3.139,4.95,4,20,0.0501,-,LC,57.02
PAL14_148,PAL14_30,Palau 2014,Carcharhinidae,Carcharhinus falciformis,silky shark,1,11 175,11 175,0.0154,2.922,101.33,4.5,79,0.5,76.31578947,VU,56.3373
PAL14_148,PAL14_30,Palau 2014,Coryphaenidae,Coryphaena hippurus,common dolphinfish,9,2 536,282,0.0202,2.799,30.25,4.4,40,1,69.50897571,LC,139.5273
PAL14_148,PAL14_30,Palau 2014,Juvenile,Juvenile sp,juvenile,1,0.3379,0.34,0.0039,3.62,3.44,2,-,-,-,-,65.0053
PAL14_148,PAL14_30,Palau 2014,Monacanthidae,Monacanthidae sp,leatherjackets,2,2.9,1.4,0.0144,3.076,4.47,3.786503253,49.14460877,0.618913162,-,-,122.1313
PAL14_148,PAL14_30,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,2,0.2754,0.14,0.02,3.01,1.9,3.52,15,0.51615,-,LC,109.6187
PAL14_149,PAL14_30,Palau 2014,Blenniidae,Plagiotremus sp,combtooth blenny,1,0.5,0.55,0.0047,3,4.9,3.8,24,0.5005,-,LC,119.9647
PAL14_149,PAL14_30,Palau 2014,Carangidae,Caranx sp,Caranx trevally,7,10.7,1.5,0.0257,2.9365,4.02,3.849100875,37.88363014,0.567620548,-,LC,115.8447
PAL14_149,PAL14_30,Palau 2014,Carangidae,Decapterus macarellus,mackerel scad,7,62.6,8.9,0.0078,3.14,8.52,4,20,0.0501,-,LC,89.588
PAL14_149,PAL14_30,Palau 2014,Carangidae,Decapterus sp,Decapterus scad,15,85.2,5.7,0.0089,3.139,7.83,4,20,0.0501,-,LC,73.3287
PAL14_149,PAL14_30,Palau 2014,Carcharhinidae,Carcharhinus falciformis,silky shark,1,16 163,16 163,0.0154,2.922,114.97,4.5,79,0.5,76.31578947,VU,20.468
PAL14_149,PAL14_30,Palau 2014,Coryphaenidae,Coryphaena hippurus,common dolphinfish,6,3 982,664,0.0202,2.799,41.08,4.4,40,1,69.50897571,LC,130.7647
PAL14_149,PAL14_30,Palau 2014,Monacanthidae,Monacanthidae sp,leatherjackets,5,124,24.7,0.0144,3.076,11.26,3.786503253,49.14460877,0.618913162,-,-,111.6627
PAL14_149,PAL14_30,Palau 2014,Nomeidae,Psenes sp,Psenes driftfish,1,0.2622,0.26,0.02,3.01,2.35,3.52,15,0.51615,-,LC,108.1527
PAL14_150,PAL14_30,Palau 2014,Carangidae,Caranx sp,Caranx trevally,9,37.6,4.2,0.0257,2.9365,5.66,3.849100875,37.88363014,0.567620548,-,LC,119.1433
PAL14_150,PAL14_30,Palau 2014,Carangidae,Decapterus macarellus,mackerel scad,2,17.9,8.9,0.0078,3.14,8.52,4,20,0.0501,-,LC,41.512
PAL14_150,PAL14_30,Palau 2014,Carangidae,Decapterus sp,Decapterus scad,3,38.1,12.7,0.0089,3.139,10.12,4,20,0.0501,-,LC,40.9693
PAL14_150,PAL14_30,Palau 2014,Carcharhinidae,Carcharhinus falciformis,silky shark,1,58 877,58 877,0.0154,2.922,178.94,4.5,79,0.5,76.31578947,VU,10.7827
PAL14_150,PAL14_30,Palau 2014,Coryphaenidae,Coryphaena hippurus,common dolphinfish,7,20 901,2 986,0.0202,2.799,70.31,4.4,40,1,69.50897571,LC,33.242
PAL14_150,PAL14_30,Palau 2014,Monacanthidae,Monacanthidae sp,leatherjackets,2,5,2.5,0.0144,3.076,5.35,3.786503253,49.14460877,0.618913162,-,-,84.8253
