Sample,Zone,Site,Plankton Category,Specimen Type,Morphotype,Spec_Morph,Genetic_ID,Final_ID,Total Count,SampleBase,BRUVString
PAL22_S4_2_S_2,South,S4,Meroplankton,Benthic_Snail,Gold-Plated,Benthic_Snail_Gold-Plated,NA,NA,3,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Benthic_Snail,Headless,Benthic_Snail_Headless,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,NA,NA,9,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Benthic_Snail,Short Clear Retroversa-Like,Benthic_Snail_Short Clear Retroversa-Like,NA,NA,5,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,NA,NA,45,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,NA,NA,151,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Benthic_Snail,Thorny B,Benthic_Snail_Thorny B,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,NA,NA,10,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Bivalve,1,Bivalve_1,NA,NA,10,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Bivalve,4,Bivalve_4,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Copepod,7,Copepod_7,No ID,NA,41,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Copepod,9,Copepod_9,NA,NA,31,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,NA,234,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Crab,Zoea 1,Crab_Zoea 1,NA,NA,6,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Echinoderm,EJ,Echinoderm_EJ,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Embryo,2,Embryo_2,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Embryo,3,Embryo_3,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Eggs,Fish_Eggs,NA,NA,328,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Embryo,Fish_Embryo,NA,NA,9,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Grumpy,Fish_Grumpy,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,NA,308,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Myctophid,Fish_Myctophid,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Fish,Young,Fish_Young,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Jelly,2,Jelly_2,NA,NA,9,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Jelly,7,Jelly_7,NA,NA,2,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Nemertean,4,Nemertean_4,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,NA,9,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Polychaete,3,Polychaete_3,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Polychaete,Larva 15,Polychaete_Larva 15,NA,NA,2,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Polychaete,Larva 16,Polychaete_Larva 16,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Polychaete,Larva 17,Polychaete_Larva 17,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Polychaete,Larva 8,Polychaete_Larva 8,NA,NA,3,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Polychaete,Pelagic 5,Polychaete_Pelagic 5,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Polychaete,Pelagic 6,Polychaete_Pelagic 6,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,NA,NA,2,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Pteropod,1B,Pteropod_1B,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,NA,6,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,NA,NA,4,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,NA,NA,4,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,NA,2,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Pteropod,Striated,Pteropod_Striated,NA,NA,45,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Pteropod,Unshelled 4,Pteropod_Unshelled 4,NA,NA,4,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Salp,2,Salp_2,NA,NA,18,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Shrimp,1,Shrimp_1,NA,NA,23,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Shrimp,12,Shrimp_12,NA,NA,10,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Shrimp,13,Shrimp_13,NA,NA,7,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Shrimp,16,Shrimp_16,NA,NA,2,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Shrimp,4,Shrimp_4,NA,NA,2,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Holoplankton,Shrimp,8,Shrimp_8,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Sipunculan,Pelagosphera 2,Sipunculan_Pelagosphera 2,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Sipunculan,Pelagosphera 4,Sipunculan_Pelagosphera 4,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Meroplankton,Sipunculan,Pelagosphera 5,Sipunculan_Pelagosphera 5,NA,NA,4,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,NA,Unknown,11,Unknown_11,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,NA,Unknown,26,Unknown_26,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,NA,Unknown,5,Unknown_5,No ID,NA,5,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,NA,Unknown,6,Unknown_6,No ID,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,NA,Unknown,7,Unknown_7,NA,NA,1,PAL22_S4_2_S,PAL22_24
PAL22_W1_1_S_1,West,W1,Meroplankton,Cnidaria,Unknown_27,Cnidaria_Unknown_27,Actiniaria,NA,8,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,Aspidosiphonidae,NA,5,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,NA,6,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",NA,75,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,NA,1360,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Unshelled,Pteropod_Unshelled,"Creseis clava (Rang, 1828)",NA,19,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,NA,53,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,Creseis virgula,NA,62,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,11,Copepod_11,Euryphorus sp.,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Helicina (Flat),Pteropod_Helicina (Flat),Euthecosomata,NA,69,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,NA,2784,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,Lepas anserifera,NA,8,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),Limacina sp.,NA,47,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,Littoraria sp.,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,NA,188,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,Marshallora,NA,95,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,NA,Other Gelatinous,832,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,13,Copepod_13,Podoplea,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,NA,960,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,NA,552,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,Sagittidae B,NA,79,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,3,Copepod_3,Sapphirina sp.,NA,28,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,Snowy,Copepod_Snowy,Sapphirina stellata,NA,5,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,Shiny,Copepod_Shiny,Sapphirina vorax,NA,9,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Krill,Copepodite,Krill_Copepodite,Thysanopoda sp.,NA,20,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Krill,Unknown_2,Krill_Unknown_2,Thysanopoda sp.,NA,16,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Amphipod,4,Amphipod_4,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Amphipod,5,Amphipod_5,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Amphipod,Alien,Amphipod_Alien,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Amphipod,Hyperiid_1,Amphipod_Hyperiid_1,NA,NA,6,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Amphipod,Hyperiid_Alien 1,Amphipod_Hyperiid_Alien 1,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Amphipod,Hyperiid_Baby Face,Amphipod_Hyperiid_Baby Face,NA,NA,10,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Amphipod,Hyperiid_Big Thighs,Amphipod_Hyperiid_Big Thighs,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Amphipod,Hyperiid_Headless,Amphipod_Hyperiid_Headless,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,NA,NA,8,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,NA,NA,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Ascidean_Tadpole,NA,Ascidean_Tadpole_NA,NA,NA,7,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,10,Benthic_Snail_10,NA,NA,7,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,16,Benthic_Snail_16,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,17,Benthic_Snail_17,NA,NA,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,20,Benthic_Snail_20,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,3,Benthic_Snail_3,NA,NA,10,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,4,Benthic_Snail_4,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,5,Benthic_Snail_5,NA,NA,7,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,7,Benthic_Snail_7,NA,NA,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,8,Benthic_Snail_8,NA,NA,11,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,9,Benthic_Snail_9,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,NA,NA,40,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,NA,NA,18,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Caramel,Benthic_Snail_Caramel,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Crown,Benthic_Snail_Crown,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Disco Ball,Benthic_Snail_Disco Ball,NA,NA,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Gold-Plated,Benthic_Snail_Gold-Plated,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Irridescent,Benthic_Snail_Irridescent,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,NA,NA,32,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Purple,Benthic_Snail_Purple,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Shelves,Benthic_Snail_Shelves,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,NA,NA,14,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,NA,NA,29,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,NA,NA,43,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Strawberry,Benthic_Snail_Strawberry,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Thorny B,Benthic_Snail_Thorny B,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,NA,NA,15,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,1,Bivalve_1,NA,NA,17,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,3,Bivalve_3,NA,NA,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,4,Bivalve_4,NA,NA,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,6,Bivalve_6,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Bivalve,7,Bivalve_7,NA,NA,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Cephalopod,4,Cephalopod_4,NA,NA,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Cnidaria,Coral Larva 4,Cnidaria_Coral Larva 4,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,7,Copepod_7,No ID,NA,24,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,Jagged Tail,Copepod_Jagged Tail,No ID,NA,12,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,NA,336,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Crab,Speckles Zoea,Crab_Speckles Zoea,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Crab,Zoea 2,Crab_Zoea 2,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,Echinopluteus 7B,Echinoderm_Echinopluteus 7B,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,EJ,Echinoderm_EJ,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,EJ 1,Echinoderm_EJ 1,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,EJ 2,Echinoderm_EJ 2,NA,NA,6,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Echinoderm,OJ 1,Echinoderm_OJ 1,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Embryo,2,Embryo_2,NA,NA,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Embryo,4,Embryo_4,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Embryo,5,Embryo_5,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Eggs,Fish_Eggs,NA,NA,41,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Freckled,Fish_Freckled,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,NA,NA,41,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,NA,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Myctophid,Fish_Myctophid,NA,NA,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Fish,Tuna-Like Fish,Fish_Tuna-Like Fish,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Jelly,2,Jelly_2,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Limpet,1,Limpet_1,NA,NA,8,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Nemertean,Small Eyes,Nemertean_Small Eyes,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Nudibranch,Larva 1,Nudibranch_Larva 1,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,NA,58,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Nudibranch,Larva 5,Nudibranch_Larva 5,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Platyhelminth,Digenean,Platyhelminth_Digenean,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Polychaete,Pelagic Glasses,Polychaete_Pelagic Glasses,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,NA,NA,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Meroplankton,Porifera,Spongebob,Porifera_Spongebob,NA,NA,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,1,Pteropod_1,NA,NA,16,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,2,Pteropod_2,NA,NA,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,3,Pteropod_3,NA,NA,16,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,3B,Pteropod_3B,NA,NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Big Cone,Pteropod_Big Cone,NA,NA,62,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,NA,58,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,NA,NA,11,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,NA,NA,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Dieting Styliola,Pteropod_Dieting Styliola,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,NA,NA,19,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,NA,16,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Striated,Pteropod_Striated,NA,NA,53,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Unshelled 4,Pteropod_Unshelled 4,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,1,Shrimp_1,NA,NA,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,11,Shrimp_11,NA,NA,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,12,Shrimp_12,NA,NA,32,PAL22_W1_1_S,PAL22_9
