ID,String,Region,Site,Zone,Type,Site_no,Replicate,Plankton_Category,Specimen_Type,Plankton_Group,Total_Count
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Sipunculan,Sipuncula,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Sipunculan,Sipuncula,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Sipunculan,Sipuncula,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,30
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,1
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,4
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,2
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,3
PAL22_S1_1_S,PAL22_26,South,S1,PNMS South,Zooplankton,1,1,Meroplankton,Stomatopod,Crustacea,17
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,111
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,23
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Polychaete,Polycheata,8
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Echinoderm,Echinodermata,4
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,912
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,5
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,4
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Echinoderm,Echinodermata,23
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,3340
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Barnacle,Gastropoda,4
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,20
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,352
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Echinoderm,Echinodermata,5
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,424
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Larvaceans,Other Gelatinous,3768
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Other Gelatinous,Other Gelatinous,126
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Evadne,Crustacea,3432
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Chaetognath,Chaetognatha,55
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Chaetognath,Chaetognatha,67
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,38
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Shrimp,Malacostraca,22
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Shrimp,Malacostraca,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Amphipod,Crustacea,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Amphipod,Crustacea,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Barnacle,Crustacea,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,2
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,14
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,12
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,2
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,6
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,170
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,188
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Bivalve,Bivalvia,2
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Bivalve,Bivalvia,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,392
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,10
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Copepod,Copepoda,39
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Crab,Crustacea,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Crab,Crustacea,3
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Echinoderm,Echinodermata,2
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Fish,Fish embryo/egg,23
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Fish,Fish embryo/egg,2
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Fish,Fish embryo/egg,10
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Fish,Fish embryo/egg,6
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Isopod,Crustacea,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Jelly,Other gelatinous,2
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Krill,Malacostraca,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Limpet,Gastropoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Nudibranch,Gastropoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Polychaete,Polychaeta,23
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Polychaete,Polychaeta,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Polychaete,Polychaeta,4
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,18
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,16
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,23
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,2
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,30
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,12
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Pteropod,Gastropoda,2
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Shrimp,Malacostraca,114
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Holoplankton,Shrimp,Malacostraca,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Sipunculan,Sipuncula,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Sipunculan,Sipuncula,25
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Stomatopod,Crustacea,7
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Stomatopod,Crustacea,2
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Stomatopod,Crustacea,1
PAL22_S1_3_S,PAL22_28,South,S1,PNMS South,Zooplankton,1,3,Meroplankton,Stomatopod,Crustacea,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Sipunculan,Sipuncula,2
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,64
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,4
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Polychaete,Polycheata,2
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,79
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Isopod,Crustacea,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,760
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Barnacle,Gastropoda,6
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Pteropod,Gastropoda,8
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,4
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,150
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,20
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,82
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Larvaceans,Other Gelatinous,64
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Other Gelatinous,Other Gelatinous,125
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Echinoderm,Echinodermata,2
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Evadne,Crustacea,198
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Chaetognath,Chaetognatha,4
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Chaetognath,Chaetognatha,7
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,2
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Shrimp,Malacostraca,29
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Amphipod,Crustacea,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Amphipod,Crustacea,6
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Ascidean_Tadpole,Other Gelatinous,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,3
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,9
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,5
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,2
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,16
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,4
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,12
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,374
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Benthic_Snail,Gastropoda,4
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Bivalve,Bivalvia,6
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Bivalve,Bivalvia,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Bivalve,Bivalvia,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,6
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,64
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Copepod,Copepoda,36
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Echinoderm,Echinodermata,2
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Fish,Fish embryo/egg,376
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Fish,Fish embryo/egg,19
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Huge_Hairy_Egg,Fish embryo/egg,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Isopod,Crustacea,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Jelly,Other gelatinous,2
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Jelly,Other gelatinous,3
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Nudibranch,Gastropoda,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Ostracod,Crustacea,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Polychaete,Polychaeta,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Polychaete,Polychaeta,3
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Pteropod,Gastropoda,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Pteropod,Gastropoda,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Pteropod,Gastropoda,46
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Pteropod,Gastropoda,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Pteropod,Gastropoda,2
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Pteropod,Gastropoda,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Pteropod,Gastropoda,19
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Salp,Other gelatinous,2
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Shrimp,Malacostraca,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Holoplankton,Shrimp,Malacostraca,1
PAL22_S2_2_S,PAL22_18,South,S2,PNMS South,Zooplankton,2,2,Meroplankton,Sipunculan,Sipuncula,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Cnidaria,Cnidaria,5
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Benthic_Snail,Gastropoda,54
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Copepod,Copepoda,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Copepod,Copepoda,2
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Polychaete,Polycheata,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Copepod,Copepoda,31
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Pteropod,Gastropoda,3
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Isopod,Crustacea,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Copepod,Copepoda,1116
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Barnacle,Gastropoda,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Benthic_Snail,Gastropoda,2
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Benthic_Snail,Gastropoda,13
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Benthic_Snail,Gastropoda,88
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Larvaceans,Other Gelatinous,13
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Other Gelatinous,Other Gelatinous,564
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Evadne,Crustacea,115
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Chaetognath,Chaetognatha,2
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Chaetognath,Chaetognatha,4
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Copepod,Copepoda,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Copepod,Copepoda,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Amphipod,Crustacea,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Amphipod,Crustacea,5
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Amphipod,Crustacea,2
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Benthic_Snail,Gastropoda,2
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Benthic_Snail,Gastropoda,3
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Benthic_Snail,Gastropoda,201
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Benthic_Snail,Gastropoda,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Bivalve,Bivalvia,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Cnidaria,Cnidaria,2
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Copepod,Copepoda,23
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Copepod,Copepoda,8
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Copepod,Copepoda,7
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Echinoderm,Echinodermata,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Fish,Fish embryo/egg,93
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Fish,Fish embryo/egg,10
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Fish,Fish embryo/egg,5
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Fish,Fish embryo/egg,4
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Huge_Hairy_Egg,Fish embryo/egg,6
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Jelly,Other gelatinous,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Ostracod,Crustacea,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Platyhelminth,Platyhelminthes,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Polychaete,Polychaeta,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Polychaete,Polychaeta,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Meroplankton,Polychaete,Polychaeta,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Polychaete,Polychaeta,2
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Pteropod,Gastropoda,2
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Pteropod,Gastropoda,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Pteropod,Gastropoda,1
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Pteropod,Gastropoda,4
PAL22_S2_3_S,PAL22_19,South,S2,PNMS South,Zooplankton,2,3,Holoplankton,Pteropod,Gastropoda,6
