Sample,String,Site,Zone,Type,Plankton Category,Specimen Type,Morphotype,Spec_Morph,Genetic_ID,Initial_Count,Multiplication_Factor,Total_Count,Present
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Garfield,Benthic_Snail_Garfield,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Gold-Plated,Benthic_Snail_Gold-Plated,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Grapefruit,Benthic_Snail_Grapefruit,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Headless,Benthic_Snail_Headless,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Irridescent,Benthic_Snail_Irridescent,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Jessica Rabbit,Benthic_Snail_Jessica Rabbit,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Margarites,Benthic_Snail_Margarites,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Marshmallow,Benthic_Snail_Marshmallow,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Nautica,Benthic_Snail_Nautica,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Piping Bag,Benthic_Snail_Piping Bag,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,,2,1,2,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Prison Bars,Benthic_Snail_Prison Bars,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Purple,Benthic_Snail_Purple,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Raspberry,Benthic_Snail_Raspberry,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Rippled 2,Benthic_Snail_Rippled 2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Shelves,Benthic_Snail_Shelves,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Short Clear Retroversa-Like,Benthic_Snail_Short Clear Retroversa-Like,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,,3,1,3,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,201,1,201,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Sneetch,Benthic_Snail_Sneetch,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Strawberry,Benthic_Snail_Strawberry,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Thorny,Benthic_Snail_Thorny,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Thorny B,Benthic_Snail_Thorny B,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Thorny C,Benthic_Snail_Thorny C,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Tiger,Benthic_Snail_Tiger,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,,1,1,1,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Bivalve,1,Bivalve_1,,1,1,1,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Bivalve,2,Bivalve_2,Clean No Match,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Bivalve,3,Bivalve_3,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Bivalve,4,Bivalve_4,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Bivalve,5,Bivalve_5,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Bivalve,6,Bivalve_6,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Bivalve,7,Bivalve_7,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Bivalve,8,Bivalve_8,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Cephalopod,2,Cephalopod_2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Cephalopod,3,Cephalopod_3,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Cephalopod,Squid,Cephalopod_Squid,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Cephalopod,Squid 1,Cephalopod_Squid 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Cnidaria,Anemone Larva,Cnidaria_Anemone Larva,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Cnidaria,Anthozoan_1,Cnidaria_Anthozoan_1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Cnidaria,Anthozoan_NA,Cnidaria_Anthozoan_NA,,2,1,2,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Cnidaria,Cerinula Larva 1,Cnidaria_Cerinula Larva 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Cnidaria,Cerinula_Larva_NA,Cnidaria_Cerinula_Larva_NA,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Cnidaria,Coral Larva,Cnidaria_Coral Larva,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Cnidaria,Coral Larva 1,Cnidaria_Coral Larva 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Cnidaria,Coral Larva 2,Cnidaria_Coral Larva 2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Copepod,10,Copepod_10,No ID,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Copepod,6,Copepod_6,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Copepod,7,Copepod_7,No ID,23,1,23,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Copepod,9,Copepod_9,,8,1,8,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Copepod,Jagged Tail,Copepod_Jagged Tail,No ID,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,7,1,7,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Crab,Brachyuran Megalops,Crab_Brachyuran Megalops,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Crab,Brachyuran Megalops 1,Crab_Brachyuran Megalops 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Crab,Klingon Zoea,Crab_Klingon Zoea,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Crab,Scalloped Megalops,Crab_Scalloped Megalops,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Crab,Speckles Zoea,Crab_Speckles Zoea,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Crab,Zoea 1,Crab_Zoea 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Crab,Zoea 2,Crab_Zoea 2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Deciduous_Larva,1,Deciduous_Larva_1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Deciduous_Larva,NA,Deciduous_Larva_NA,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Bipinnaria NA,Echinoderm_Bipinnaria NA,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Brachiolaria 1,Echinoderm_Brachiolaria 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Brachiolaria 2,Echinoderm_Brachiolaria 2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Doliolaria,Echinoderm_Doliolaria,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 6,Echinoderm_Echinopluteus 6,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 7,Echinoderm_Echinopluteus 7,,1,1,1,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 8,Echinoderm_Echinopluteus 8,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 9,Echinoderm_Echinopluteus 9,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Echinopluteus Triangle,Echinoderm_Echinopluteus Triangle,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,EJ,Echinoderm_EJ,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,EJ 1,Echinoderm_EJ 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Lemon Sea Cucumber,Echinoderm_Lemon Sea Cucumber,No ID,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,OJ,Echinoderm_OJ,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,OJ 1,Echinoderm_OJ 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Ophiopluteus 1,Echinoderm_Ophiopluteus 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Ophiopluteus 2,Echinoderm_Ophiopluteus 2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Sea Cucumber,Echinoderm_Sea Cucumber,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Sea Cucumber 1,Echinoderm_Sea Cucumber 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Striped,Echinoderm_Striped,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Echinoderm,Sunrise Sea Cucumber,Echinoderm_Sunrise Sea Cucumber,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Embryo,1,Embryo_1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Embryo,2,Embryo_2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Embryo,3,Embryo_3,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Embryo,4,Embryo_4,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Embryo,5,Embryo_5,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,NA,Embryo,6,Embryo_6,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,NA,Embryo,7,Embryo_7,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Fish,Eggs,Fish_Eggs,,93,1,93,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Fish,Embryo,Fish_Embryo,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Fish,Grumpy,Fish_Grumpy,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,10,1,10,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,5,1,5,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Fish,Long Thin,Fish_Long Thin,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Fish,Myctophid,Fish_Myctophid,,3,1,3,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Fish,Scorpion Fish,Fish_Scorpion Fish,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,,4,1,4,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Fish,Unknown Tissue 1,Fish_Unknown Tissue 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Fish,Unknown Tissue 2,Fish_Unknown Tissue 2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Fish,Young,Fish_Young,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Hemichordate,NA,Hemichordate_NA,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Huge_Hairy_Egg,NA,Huge_Hairy_Egg_NA,,6,1,6,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Isopod,1,Isopod_1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Isopod,4,Isopod_4,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Isopod,5,Isopod_5,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Isopod,Razorback,Isopod_Razorback,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Jelly,2,Jelly_2,,1,1,1,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Jelly,7,Jelly_7,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Jelly,8,Jelly_8,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Krill,1,Krill_1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Krill,Stylocheiron,Krill_Stylocheiron,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Krill,Thysanopoda,Krill_Thysanopoda,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Limpet,1,Limpet_1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nemertean,1,Nemertean_1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nemertean,2,Nemertean_2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nemertean,3,Nemertean_3,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nemertean,4,Nemertean_4,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nemertean,5,Nemertean_5,,1,1,1,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nemertean,6,Nemertean_6,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nemertean,Juvenile,Nemertean_Juvenile,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,1,Nudibranch_1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,2,Nudibranch_2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,3,Nudibranch_3,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,Blob,Nudibranch_Blob,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,Creamy,Nudibranch_Creamy,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,Juvenile,Nudibranch_Juvenile,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,Juvenile 1,Nudibranch_Juvenile 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,Larva 1,Nudibranch_Larva 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,Larva 3,Nudibranch_Larva 3,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,Larva 4,Nudibranch_Larva 4,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,Larva 5,Nudibranch_Larva 5,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,Larva 6,Nudibranch_Larva 6,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,Larva 7,Nudibranch_Larva 7,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Nudibranch,Turkish Delight,Nudibranch_Turkish Delight,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Oligochaete,NA,Oligochaete_NA,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Ostracod,1,Ostracod_1,,1,1,1,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Ostracod,2,Ostracod_2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Ostracod,3,Ostracod_3,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Ostracod,4,Ostracod_4,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Phoronid,NA,Phoronid_NA,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Platyhelminth,Digenean,Platyhelminth_Digenean,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Platyhelminth,Flatworm 1,Platyhelminth_Flatworm 1,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Platyhelminth,Flatworm 2,Platyhelminth_Flatworm 2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Platyhelminth,Flatworm 3,Platyhelminth_Flatworm 3,,1,1,1,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Platyhelminth,Flatworm NA,Platyhelminth_Flatworm NA,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,10,Polychaete_10,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,11,Polychaete_11,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,12,Polychaete_12,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,13,Polychaete_13,,1,1,1,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,14,Polychaete_14,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,2,Polychaete_2,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,3,Polychaete_3,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,4,Polychaete_4,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,4b,Polychaete_4b,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,5,Polychaete_5,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,6,Polychaete_6,,1,1,1,1
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,7,Polychaete_7,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,8,Polychaete_8,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,9,Polychaete_9,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,Black Scaleworm,Polychaete_Black Scaleworm,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,Blush,Polychaete_Blush,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,Feather,Polychaete_Feather,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,Giant Palps,Polychaete_Giant Palps,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,Hairy Larva,Polychaete_Hairy Larva,,0,1,0,0
PAL22_S2_3_S_3,PAL22_S2_3_S,S2,PNMS South,Zooplankton,Meroplankton,Polychaete,Hemi,Polychaete_Hemi,,0,1,0,0
