Sample,Zone,Site,Plankton Category,Specimen Type,Morphotype,Spec_Morph,Genetic_ID,Total Count,FunctionalGroup
PAL22_S3_2_S_2,South,S3,Holoplankton,Copepod,7,Copepod_7,No ID,2,Small Crustacean Plankton
PAL22_S3_3_S_3,South,S3,Holoplankton,Copepod,7,Copepod_7,No ID,11,Small Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Copepod,7,Copepod_7,No ID,18,Small Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Copepod,9,Copepod_9,NA,3,Small Crustacean Plankton
PAL22_S3_3_S_3,South,S3,Holoplankton,Copepod,9,Copepod_9,NA,9,Small Crustacean Plankton
PAL22_S3_2_S_2,South,S3,Holoplankton,Copepod,9,Copepod_9,NA,18,Small Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Copepod,Jagged Tail,Copepod_Jagged Tail,No ID,14,Small Crustacean Plankton
PAL22_S3_3_S_3,South,S3,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,4,Small Crustacean Plankton
PAL22_S3_2_S_2,South,S3,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,55,Small Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,168,Small Crustacean Plankton
PAL22_S3_3_S_3,South,S3,Meroplankton,Crab,Brachyuran Megalops 1,Crab_Brachyuran Megalops 1,NA,1,Large Crustacean Plankton
PAL22_S3_2_S_2,South,S3,Meroplankton,Crab,Zoea 1,Crab_Zoea 1,NA,1,Large Crustacean Plankton
PAL22_S3_2_S_2,South,S3,Meroplankton,Echinoderm,Brachiolaria 1,Echinoderm_Brachiolaria 1,NA,3,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,NA,1,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Meroplankton,Echinoderm,Echinopluteus 7B,Echinoderm_Echinopluteus 7B,NA,1,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Meroplankton,Echinoderm,EJ,Echinoderm_EJ,NA,1,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Meroplankton,Echinoderm,Lemon Sea Cucumber,Echinoderm_Lemon Sea Cucumber,No ID,1,Benthic Invertebrate Larvae
PAL22_S3_2_S_2,South,S3,Meroplankton,Echinoderm,OJ,Echinoderm_OJ,NA,1,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Holoplankton,Embryo,2,Embryo_2,NA,1,Fish Larvae & Eggs
PAL22_N3_1_S_1,North,N3,Holoplankton,Fish,Eggs,Fish_Eggs,NA,7,Fish Larvae & Eggs
PAL22_N3_3_S_3,North,N3,Holoplankton,Fish,Eggs,Fish_Eggs,NA,9,Fish Larvae & Eggs
PAL22_W3_1_S_1,West,W3,Holoplankton,Fish,Eggs,Fish_Eggs,NA,30,Fish Larvae & Eggs
PAL22_S3_3_S_3,South,S3,Holoplankton,Fish,Eggs,Fish_Eggs,NA,34,Fish Larvae & Eggs
PAL22_N3_2_S_2,North,N3,Holoplankton,Fish,Eggs,Fish_Eggs,NA,49,Fish Larvae & Eggs
PAL22_S3_2_S_2,South,S3,Holoplankton,Fish,Eggs,Fish_Eggs,NA,105,Fish Larvae & Eggs
PAL22_W3_1_S_1,West,W3,Holoplankton,Fish,Embryo,Fish_Embryo,NA,5,Fish Larvae & Eggs
PAL22_W3_1_S_1,West,W3,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,NA,1,Fish Larvae & Eggs
PAL22_S3_2_S_2,South,S3,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,NA,5,Fish Larvae & Eggs
PAL22_S3_3_S_3,South,S3,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,NA,5,Fish Larvae & Eggs
PAL22_W3_1_S_1,West,W3,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,5,Fish Larvae & Eggs
PAL22_S3_3_S_3,South,S3,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,20,Fish Larvae & Eggs
PAL22_S3_2_S_2,South,S3,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,NA,25,Fish Larvae & Eggs
PAL22_W3_1_S_1,West,W3,Holoplankton,Fish,Myctophid,Fish_Myctophid,NA,1,Fish Larvae & Eggs
PAL22_S3_3_S_3,South,S3,Holoplankton,Fish,Myctophid,Fish_Myctophid,NA,3,Fish Larvae & Eggs
PAL22_S3_2_S_2,South,S3,Holoplankton,Fish,Myctophid,Fish_Myctophid,NA,6,Fish Larvae & Eggs
PAL22_N3_3_S_3,North,N3,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,3,Fish Larvae & Eggs
PAL22_S3_2_S_2,South,S3,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,3,Fish Larvae & Eggs
PAL22_W3_1_S_1,West,W3,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,3,Fish Larvae & Eggs
PAL22_N3_1_S_1,North,N3,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,13,Fish Larvae & Eggs
PAL22_N3_2_S_2,North,N3,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,NA,20,Fish Larvae & Eggs
PAL22_N3_3_S_3,North,N3,Holoplankton,Fish,Unknown Tissue 2,Fish_Unknown Tissue 2,NA,1,Fish Larvae & Eggs
PAL22_W3_1_S_1,West,W3,Holoplankton,Fish,Young,Fish_Young,NA,1,Fish Larvae & Eggs
PAL22_N3_3_S_3,North,N3,Holoplankton,Huge Hairy Egg,NA,Huge_Hairy_Egg_NA,NA,1,Fish Larvae & Eggs
PAL22_S3_3_S_3,South,S3,Holoplankton,Huge Hairy Egg,NA,Huge_Hairy_Egg_NA,NA,2,Fish Larvae & Eggs
PAL22_W3_1_S_1,West,W3,Holoplankton,Huge Hairy Egg,NA,Huge_Hairy_Egg_NA,NA,2,Fish Larvae & Eggs
PAL22_S3_3_S_3,South,S3,Holoplankton,Isopod,Razorback,Isopod_Razorback,NA,6,Large Crustacean Plankton
PAL22_N3_2_S_2,North,N3,Holoplankton,Jelly,2,Jelly_2,NA,1,Gelatinous Plankton
PAL22_N3_1_S_1,North,N3,Holoplankton,Jelly,2,Jelly_2,NA,2,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Jelly,2,Jelly_2,NA,3,Gelatinous Plankton
PAL22_S3_3_S_3,South,S3,Holoplankton,Jelly,8,Jelly_8,NA,1,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Krill,Stylocheiron,Krill_Stylocheiron,NA,1,Large Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Krill,Thysanopoda,Krill_Thysanopoda,NA,1,Large Crustacean Plankton
PAL22_S3_3_S_3,South,S3,Meroplankton,Limpet,1,Limpet_1,NA,1,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Meroplankton,Limpet,1,Limpet_1,NA,6,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Meroplankton,Nudibranch,1,Nudibranch_1,NA,1,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Meroplankton,Nudibranch,Juvenile 1,Nudibranch_Juvenile 1,NA,1,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,NA,49,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Meroplankton,Nudibranch,Larva 3,Nudibranch_Larva 3,NA,10,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Meroplankton,Nudibranch,Larva 4,Nudibranch_Larva 4,NA,1,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Meroplankton,Nudibranch,Turkish Delight,Nudibranch_Turkish Delight,NA,1,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Holoplankton,Ostracod,3,Ostracod_3,NA,1,Small Crustacean Plankton
PAL22_S3_2_S_2,South,S3,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,NA,1,Small Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Meroplankton,Platyhelminth,Flatworm 1,Platyhelminth_Flatworm 1,NA,1,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Meroplankton,Platyhelminth,Flatworm 2,Platyhelminth_Flatworm 2,NA,1,Benthic Invertebrate Larvae
PAL22_S3_2_S_2,South,S3,Meroplankton,Platyhelminth,Flatworm NA,Platyhelminth_Flatworm NA,NA,1,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Meroplankton,Platyhelminth,Flatworm NA,Platyhelminth_Flatworm NA,NA,1,Benthic Invertebrate Larvae
PAL22_S3_2_S_2,South,S3,Meroplankton,Polychaete,5,Polychaete_5,NA,1,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Meroplankton,Polychaete,Hemi,Polychaete_Hemi,NA,1,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Meroplankton,Polychaete,Hunchback Larva,Polychaete_Hunchback Larva,NA,1,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Meroplankton,Polychaete,Larva 1,Polychaete_Larva 1,NA,2,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Meroplankton,Polychaete,Larva 11,Polychaete_Larva 11,NA,1,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Meroplankton,Polychaete,Larva 17,Polychaete_Larva 17,NA,1,Benthic Invertebrate Larvae
PAL22_S3_2_S_2,South,S3,Meroplankton,Polychaete,Larva 9,Polychaete_Larva 9,NA,1,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,NA,1,Benthic Invertebrate Larvae
PAL22_S3_2_S_2,South,S3,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,NA,2,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,NA,3,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,NA,1,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Meroplankton,Polychaete,Wide Set Larva,Polychaete_Wide Set Larva,NA,1,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Meroplankton,Porifera,Parenchymella 2,Porifera_Parenchymella 2,NA,2,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Meroplankton,Porifera,Parenchymella 3,Porifera_Parenchymella 3,NA,1,Benthic Invertebrate Larvae
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,1B,Pteropod_1B,NA,32,Gelatinous Plankton
PAL22_S3_2_S_2,South,S3,Holoplankton,Pteropod,3,Pteropod_3,NA,1,Gelatinous Plankton
PAL22_S3_3_S_3,South,S3,Holoplankton,Pteropod,3,Pteropod_3,NA,1,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,3,Pteropod_3,NA,8,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,4,Pteropod_4,NA,3,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,Big Cone,Pteropod_Big Cone,NA,1,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,Cavolina,Pteropod_Cavolina,NA,1,Gelatinous Plankton
PAL22_N3_3_S_3,North,N3,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,1,Gelatinous Plankton
PAL22_N3_2_S_2,North,N3,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,2,Gelatinous Plankton
PAL22_N3_1_S_1,North,N3,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,3,Gelatinous Plankton
PAL22_S3_2_S_2,South,S3,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,6,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,NA,38,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,NA,7,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,NA,29,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,NA,1,Gelatinous Plankton
PAL22_S3_2_S_2,South,S3,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,NA,4,Gelatinous Plankton
PAL22_N3_1_S_1,North,N3,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,1,Gelatinous Plankton
PAL22_S3_2_S_2,South,S3,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,2,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,NA,18,Gelatinous Plankton
PAL22_N3_1_S_1,North,N3,Holoplankton,Pteropod,Striated,Pteropod_Striated,NA,1,Gelatinous Plankton
PAL22_S3_2_S_2,South,S3,Holoplankton,Pteropod,Striated,Pteropod_Striated,NA,11,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,Striated,Pteropod_Striated,NA,16,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Pteropod,Unshelled 2,Pteropod_Unshelled 2,NA,1,Gelatinous Plankton
PAL22_N3_2_S_2,North,N3,Holoplankton,Salp,2,Salp_2,NA,1,Gelatinous Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Salp,2,Salp_2,NA,2,Gelatinous Plankton
PAL22_N3_3_S_3,North,N3,Holoplankton,Shrimp,1,Shrimp_1,NA,1,Large Crustacean Plankton
PAL22_S3_2_S_2,South,S3,Holoplankton,Shrimp,1,Shrimp_1,NA,3,Large Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Shrimp,12,Shrimp_12,NA,44,Large Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Shrimp,13,Shrimp_13,NA,2,Large Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Shrimp,15,Shrimp_15,NA,18,Large Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Shrimp,17,Shrimp_17,NA,1,Large Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Shrimp,18,Shrimp_18,NA,1,Large Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Shrimp,19,Shrimp_19,NA,1,Large Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Shrimp,3,Shrimp_3,NA,1,Large Crustacean Plankton
PAL22_N3_1_S_1,North,N3,Holoplankton,Shrimp,3,Shrimp_3,NA,7,Large Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Shrimp,4,Shrimp_4,NA,3,Large Crustacean Plankton
PAL22_S3_3_S_3,South,S3,Holoplankton,Shrimp,7,Shrimp_7,NA,1,Large Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Shrimp,7,Shrimp_7,NA,1,Large Crustacean Plankton
PAL22_S3_3_S_3,South,S3,Holoplankton,Shrimp,8,Shrimp_8,NA,1,Large Crustacean Plankton
PAL22_S3_2_S_2,South,S3,Holoplankton,Shrimp,8,Shrimp_8,NA,2,Large Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Shrimp,Lobster-Like Larva 2,Shrimp_Lobster-Like Larva 2,NA,5,Large Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Holoplankton,Shrimp,Lucifer,Shrimp_Lucifer,NA,1,Large Crustacean Plankton
PAL22_W3_1_S_1,West,W3,Meroplankton,Sipunculan,Pelagosphera 4,Sipunculan_Pelagosphera 4,NA,1,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Meroplankton,Sipunculan,Translucent Pelagosphera,Sipunculan_Translucent Pelagosphera,NA,4,Benthic Invertebrate Larvae
PAL22_S3_3_S_3,South,S3,Meroplankton,Sipunculan,White,Sipunculan_White,NA,1,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Cnidaria,Unknown_27,Cnidaria_Unknown_27,Actiniaria,1,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Cnidaria,Unknown_27,Cnidaria_Unknown_27,Actiniaria,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Cnidaria,Unknown_27,Cnidaria_Unknown_27,Actiniaria,4,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,Aspidosiphonidae,2,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,Aspidosiphonidae,2,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,Aspidosiphonidae,84,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Meroplankton,Benthic Snail,Clear/Smooth Swiss Chalet,Benthic_Snail_Clear/Smooth Swiss Chalet,Buccinoidea,1,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Benthic Snail,Clear/Smooth Swiss Chalet,Benthic_Snail_Clear/Smooth Swiss Chalet,Buccinoidea,9,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Benthic Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,10,Benthic Invertebrate Larvae
PAL22_S4_1_S_1,South,S4,Meroplankton,Benthic Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,26,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Benthic Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,41,Benthic Invertebrate Larvae
PAL22_N4_1_S_1,North,N4,Meroplankton,Benthic Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,46,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Meroplankton,Benthic Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,46,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Benthic Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,162,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",1,Small Crustacean Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",40,Small Crustacean Plankton
PAL22_S4_2_S_2,South,S4,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",162,Small Crustacean Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",260,Small Crustacean Plankton
PAL22_N4_2_S_2,North,N4,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,1,Small Crustacean Plankton
PAL22_S4_2_S_2,South,S4,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,1,Small Crustacean Plankton
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,1,Small Crustacean Plankton
PAL22_N4_1_S_1,North,N4,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,2,Small Crustacean Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,7,Small Crustacean Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,18,Small Crustacean Plankton
PAL22_N4_2_S_2,North,N4,Meroplankton,Polychaete,1,Polychaete_1,Capitellidae,1,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Polychaete,1,Polychaete_1,Capitellidae,1,Benthic Invertebrate Larvae
PAL22_N4_1_S_1,North,N4,Holoplankton,Shrimp,Lobster-Like Larva,Shrimp_Lobster-Like Larva,Caridea,2,Large Crustacean Plankton
PAL22_S4_2_S_2,South,S4,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,3,Benthic Invertebrate Larvae
PAL22_W4_2_S_2,West,W4,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,5,Benthic Invertebrate Larvae
PAL22_N4_1_S_1,North,N4,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,6,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,24,Benthic Invertebrate Larvae
PAL22_W4_3_S_3,West,W4,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,Clypeaster sp.,1,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,Clypeaster sp.,2,Benthic Invertebrate Larvae
PAL22_N4_1_S_1,North,N4,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,Clypeaster sp.,7,Benthic Invertebrate Larvae
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,Clypeaster sp.,10,Benthic Invertebrate Larvae
PAL22_N4_2_S_2,North,N4,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,9,Small Crustacean Plankton
PAL22_W4_3_S_3,West,W4,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,11,Small Crustacean Plankton
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,30,Small Crustacean Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,2624,Small Crustacean Plankton
PAL22_S4_2_S_2,South,S4,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,368,Small Crustacean Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,1176,Small Crustacean Plankton
PAL22_N4_1_S_1,North,N4,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,252,Small Crustacean Plankton
PAL22_N4_1_S_1,North,N4,Holoplankton,Pteropod,Unshelled,Pteropod_Unshelled,"Creseis clava (Rang, 1828)",1,Gelatinous Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Unshelled,Pteropod_Unshelled,"Creseis clava (Rang, 1828)",11,Gelatinous Plankton
PAL22_S4_2_S_2,South,S4,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,2,Gelatinous Plankton
PAL22_N4_1_S_1,North,N4,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,5,Gelatinous Plankton
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,7,Gelatinous Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,31,Gelatinous Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,70,Gelatinous Plankton
PAL22_W4_3_S_3,West,W4,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,Creseis virgula,1,Gelatinous Plankton
PAL22_N4_1_S_1,North,N4,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,Creseis virgula,2,Gelatinous Plankton
PAL22_W4_2_S_2,West,W4,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,Creseis virgula,6,Gelatinous Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,Creseis virgula,29,Gelatinous Plankton
PAL22_S4_2_S_2,South,S4,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,Creseis virgula,39,Gelatinous Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,Creseis virgula,54,Gelatinous Plankton
PAL22_W4_1_S_1,West,W4,Meroplankton,Echinoderm,Echinopluteus 1,Echinoderm_Echinopluteus 1,Echinostrephus aciculatus,12,Benthic Invertebrate Larvae
PAL22_N4_1_S_1,North,N4,Meroplankton,Echinoderm,Echinopluteus 1,Echinoderm_Echinopluteus 1,Echinostrephus aciculatus,89,Benthic Invertebrate Larvae
PAL22_N4_2_S_2,North,N4,Meroplankton,Echinoderm,Echinopluteus 1,Echinoderm_Echinopluteus 1,Echinostrephus aciculatus,104,Benthic Invertebrate Larvae
PAL22_S4_2_S_2,South,S4,Holoplankton,Copepod,11,Copepod_11,Euryphorus sp.,1,Small Crustacean Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Copepod,11,Copepod_11,Euryphorus sp.,2,Small Crustacean Plankton
PAL22_S4_2_S_2,South,S4,Holoplankton,Pteropod,Helicina (Flat),Pteropod_Helicina (Flat),Euthecosomata,1,Gelatinous Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Pteropod,Helicina (Flat),Pteropod_Helicina (Flat),Euthecosomata,2,Gelatinous Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Pteropod,Helicina (Flat),Pteropod_Helicina (Flat),Euthecosomata,4,Gelatinous Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Isopod,3,Isopod_3,Isopoda,2,Large Crustacean Plankton
PAL22_N4_2_S_2,North,N4,Holoplankton,Isopod,3,Isopod_3,Isopoda,3,Large Crustacean Plankton
PAL22_W4_3_S_3,West,W4,Holoplankton,Isopod,3,Isopod_3,Isopoda,18,Large Crustacean Plankton
PAL22_S4_1_S_1,South,S4,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,2752,Small Crustacean Plankton
PAL22_W4_2_S_2,West,W4,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,12544,Small Crustacean Plankton
PAL22_W4_1_S_1,West,W4,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,31744,Small Crustacean Plankton
PAL22_W4_3_S_3,West,W4,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,17024,Small Crustacean Plankton
PAL22_S4_2_S_2,South,S4,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,2672,Small Crustacean Plankton
PAL22_N4_1_S_1,North,N4,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,770,Small Crustacean Plankton
PAL22_N4_2_S_2,North,N4,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,793,Small Crustacean Plankton
