Sample,Zone,Site,Plankton Category,Specimen Type,Morphotype,Spec_Morph,Genetic_ID,Final_ID,Total Count
PAL22_S1_1_S_1,South,S1,Meroplankton,Polychaete,Larva 19,Polychaete_Larva 19,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Polychaete,Larva 8,Polychaete_Larva 8,,,23
PAL22_S1_1_S_1,South,S1,Meroplankton,Polychaete,Larva 8,Polychaete_Larva 8,,,33
PAL22_N1_2_S_2,North,N1,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,,,1
PAL22_S1_3_S_3,South,S1,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,,,1
PAL22_W1_2_S_2,West,W1,Holoplankton,Polychaete,Pelagic 3,Polychaete_Pelagic 3,,,1
PAL22_W1_2_S_2,West,W1,Holoplankton,Polychaete,Pelagic 4,Polychaete_Pelagic 4,,,2
PAL22_W1_2_S_2,West,W1,Holoplankton,Polychaete,Pelagic 5,Polychaete_Pelagic 5,,,2
PAL22_W1_1_S_1,West,W1,Holoplankton,Polychaete,Pelagic Glasses,Polychaete_Pelagic Glasses,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,,,3
PAL22_S1_1_S_1,South,S1,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,,,4
PAL22_S1_3_S_3,South,S1,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,,,4
PAL22_W1_2_S_2,West,W1,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,,,4
PAL22_S1_1_S_1,South,S1,Meroplankton,Polychaete,Triangles,Polychaete_Triangles,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Porifera,Spongebob,Porifera_Spongebob,,,2
PAL22_W1_1_S_1,West,W1,Meroplankton,Porifera,Spongebob,Porifera_Spongebob,,,4
PAL22_S1_1_S_1,South,S1,Meroplankton,Porifera,SpongeMike,Porifera_SpongeMike,,,3
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,1,Pteropod_1,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,1,Pteropod_1,,,15
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,1,Pteropod_1,,,16
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,1,Pteropod_1,,,18
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,1B,Pteropod_1B,,,2
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,1B,Pteropod_1B,,,8
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,1B,Pteropod_1B,,,16
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,2,Pteropod_2,,,2
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,2,Pteropod_2,,,4
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,3,Pteropod_3,,,5
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,3,Pteropod_3,,,9
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,3,Pteropod_3,,,16
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,3B,Pteropod_3B,,,2
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,3B,Pteropod_3B,,,2
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,4,Pteropod_4,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Arrowhead,Pteropod_Arrowhead,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Big Cone,Pteropod_Big Cone,,,4
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Big Cone,Pteropod_Big Cone,,,16
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Big Cone,Pteropod_Big Cone,,,62
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Cavolina,Pteropod_Cavolina,,,1
PAL22_N1_2_S_2,North,N1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,,,1
PAL22_N1_3_S_3,North,N1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,,,5
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,,,23
PAL22_N1_1_S_1,North,N1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,,,25
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,,,49
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,,,58
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,,,61
PAL22_N1_1_S_1,North,N1,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,,,2
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,,,11
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,,,24
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,,,25
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,,,2
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,,,3
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,,,4
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,,,60
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Dieting Styliola,Pteropod_Dieting Styliola,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Dieting Styliola,Pteropod_Dieting Styliola,,,2
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,,,5
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,,,19
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,,,30
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,,,40
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,,,1
PAL22_N1_1_S_1,North,N1,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,,,3
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,,,12
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,,,16
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,,,21
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Striated,Pteropod_Striated,,,12
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Striated,Pteropod_Striated,,,24
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Striated,Pteropod_Striated,,,53
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Striated,Pteropod_Striated,,,54
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Stylus,Pteropod_Stylus,,,2
PAL22_S1_3_S_3,South,S1,Holoplankton,Pteropod,Unshelled 1,Pteropod_Unshelled 1,,,2
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Unshelled 1,Pteropod_Unshelled 1,,,47
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Unshelled 2,Pteropod_Unshelled 2,,,2
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Unshelled 3,Pteropod_Unshelled 3,,,1
PAL22_W1_1_S_1,West,W1,Holoplankton,Pteropod,Unshelled 4,Pteropod_Unshelled 4,,,1
PAL22_W1_2_S_2,West,W1,Holoplankton,Pteropod,Unshelled 4,Pteropod_Unshelled 4,,,3
PAL22_S1_1_S_1,South,S1,Holoplankton,Pteropod,Unshelled 6,Pteropod_Unshelled 6,,,1
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,1,Shrimp_1,,,4
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,1,Shrimp_1,,,13
PAL22_S1_3_S_3,South,S1,Holoplankton,Shrimp,1,Shrimp_1,,,114
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,10,Shrimp_10,,,2
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,11,Shrimp_11,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,11,Shrimp_11,,,5
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,12,Shrimp_12,,,32
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,12,Shrimp_12,,,75
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,12,Shrimp_12,,,496
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,13,Shrimp_13,,,6
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,13,Shrimp_13,,,61
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,13,Shrimp_13,,,64
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,14,Shrimp_14,,,1
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,15,Shrimp_15,,,3
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,15,Shrimp_15,,,6
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,15,Shrimp_15,,,14
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,17,Shrimp_17,,,1
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,3,Shrimp_3,,,2
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,3,Shrimp_3,,,3
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,4,Shrimp_4,,,1
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,4,Shrimp_4,,,9
PAL22_S1_3_S_3,South,S1,Holoplankton,Shrimp,7,Shrimp_7,,,1
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,7,Shrimp_7,,,1
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,7,Shrimp_7,,,3
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,7,Shrimp_7,,,9
PAL22_N1_2_S_2,North,N1,Holoplankton,Shrimp,8,Shrimp_8,,,1
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,9,Shrimp_9,,,2
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,9B,Shrimp_9B,,,14
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,Little Lucifer,Shrimp_Little Lucifer,,,22
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,Longeyes,Shrimp_Longeyes,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,Lucifer,Shrimp_Lucifer,,,1
PAL22_W1_2_S_2,West,W1,Holoplankton,Shrimp,Lucifer,Shrimp_Lucifer,,,2
PAL22_W1_1_S_1,West,W1,Holoplankton,Shrimp,Mantis,Shrimp_Mantis,,,1
PAL22_N1_2_S_2,North,N1,Holoplankton,Shrimp,Nauplii,Shrimp_Nauplii,,,2
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,Scissorhands,Shrimp_Scissorhands,,,1
PAL22_S1_1_S_1,South,S1,Holoplankton,Shrimp,Sideways,Shrimp_Sideways,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Sipunculan,Irridescent,Sipunculan_Irridescent,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Sipunculan,Irridescent,Sipunculan_Irridescent,,,19
PAL22_S1_1_S_1,South,S1,Meroplankton,Sipunculan,NA,Sipunculan_NA,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Sipunculan,NA,Sipunculan_NA,,,1
PAL22_W1_2_S_2,West,W1,Meroplankton,Sipunculan,NA,Sipunculan_NA,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Sipunculan,NA,Sipunculan_NA,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Sipunculan,Peach Pelagosphera,Sipunculan_Peach Pelagosphera,,,1
PAL22_W1_1_S_1,West,W1,Meroplankton,Sipunculan,Peach Pelagosphera,Sipunculan_Peach Pelagosphera,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Sipunculan,Pelagosphera,Sipunculan_Pelagosphera,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Sipunculan,Pelagosphera,Sipunculan_Pelagosphera,,,25
PAL22_W1_2_S_2,West,W1,Meroplankton,Sipunculan,Pelagosphera 2,Sipunculan_Pelagosphera 2,,,3
PAL22_W1_2_S_2,West,W1,Meroplankton,Sipunculan,Pelagosphera 3,Sipunculan_Pelagosphera 3,,,2
PAL22_W1_1_S_1,West,W1,Meroplankton,Sipunculan,Pelagosphera 3,Sipunculan_Pelagosphera 3,,,3
PAL22_S1_1_S_1,South,S1,Meroplankton,Sipunculan,Pelagosphera 4,Sipunculan_Pelagosphera 4,,,2
PAL22_W1_2_S_2,West,W1,Meroplankton,Sipunculan,Pelagosphera 4,Sipunculan_Pelagosphera 4,,,2
PAL22_W1_1_S_1,West,W1,Meroplankton,Sipunculan,Pelagosphera 4,Sipunculan_Pelagosphera 4,,,6
PAL22_S1_1_S_1,South,S1,Meroplankton,Sipunculan,Translucent Pelagosphera,Sipunculan_Translucent Pelagosphera,,,4
PAL22_W1_1_S_1,West,W1,Meroplankton,Sipunculan,White,Sipunculan_White,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Stomatopod,Antizoea,Stomatopod_Antizoea,,,7
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Antizoea,Stomatopod_Antizoea,,,30
PAL22_S1_3_S_3,South,S1,Meroplankton,Stomatopod,Antizoea 1,Stomatopod_Antizoea 1,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Antizoea 1,Stomatopod_Antizoea 1,,,4
PAL22_S1_3_S_3,South,S1,Meroplankton,Stomatopod,Antizoea 2,Stomatopod_Antizoea 2,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Antizoea 2,Stomatopod_Antizoea 2,,,4
PAL22_N1_2_S_2,North,N1,Meroplankton,Stomatopod,Antizoea 3,Stomatopod_Antizoea 3,,,1
PAL22_S1_3_S_3,South,S1,Meroplankton,Stomatopod,Antizoea 3,Stomatopod_Antizoea 3,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Antizoea 3,Stomatopod_Antizoea 3,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Bilobed Antizoea,Stomatopod_Bilobed Antizoea,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Egg Eye Antizoea,Stomatopod_Egg Eye Antizoea,,,4
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Skinny Antizoea,Stomatopod_Skinny Antizoea,,,2
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Tripod Antizoea,Stomatopod_Tripod Antizoea,,,3
PAL22_W1_1_S_1,West,W1,Meroplankton,Stomatopod,Whale Tail Antizoea,Stomatopod_Whale Tail Antizoea,,,1
PAL22_S1_1_S_1,South,S1,Meroplankton,Stomatopod,Whale Tail Antizoea,Stomatopod_Whale Tail Antizoea,,,17
PAL22_W1_2_S_2,West,W1,,Unknown,12,Unknown_12,,,2
PAL22_S1_1_S_1,South,S1,NA,Unknown,14,Unknown_14,,,1
PAL22_W1_1_S_1,West,W1,NA,Unknown,16,Unknown_16,,,1
PAL22_W1_2_S_2,West,W1,,Unknown,22,Unknown_22,,,1
PAL22_W1_2_S_2,West,W1,,Unknown,23,Unknown_23,,,1
PAL22_W1_2_S_2,West,W1,,Unknown,24,Unknown_24,,,1
PAL22_W1_2_S_2,West,W1,,Unknown,25,Unknown_25,,,1
PAL22_S1_1_S_1,South,S1,NA,Unknown,28,Unknown_28,,,2
PAL22_S1_1_S_1,South,S1,NA,Unknown,29,Unknown_29,,,1
PAL22_N1_1_S_1,North,N1,,Unknown,3,Unknown_3,,,1
PAL22_S1_1_S_1,South,S1,NA,Unknown,33,Unknown_33,,,1
PAL22_S1_1_S_1,South,S1,NA,Unknown,5,Unknown_5,No ID,,2
PAL22_W1_2_S_2,West,W1,,Unknown,5,Unknown_5,No ID,,8
PAL22_W1_1_S_1,West,W1,NA,Unknown,6,Unknown_6,No ID,,1
PAL22_W1_2_S_2,West,W1,,Unknown,6,Unknown_6,No ID,,1
PAL22_S1_1_S_1,South,S1,NA,Unknown,6,Unknown_6,No ID,,14
PAL22_S1_1_S_1,South,S1,NA,Unknown,Arms,Unknown_Arms,,,4
PAL22_S1_1_S_1,South,S1,NA,Unknown,Chonker,Unknown_Chonker,,,1
PAL22_S1_1_S_1,South,S1,NA,Unknown,Nemertean,Unknown_Nemertean,,,79
PAL22_S1_1_S_1,South,S1,NA,Unknown,Snowglobe,Unknown_Snowglobe,,,6
PAL22_S2_3_S_3,South,S2,Meroplankton,Cnidaria,Unknown_27,Cnidaria_Unknown_27,Actiniaria,,5
PAL22_S2_2_S_2,South,S2,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,Aspidosiphonidae ,,2
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Clear/Smooth Swiss Chalet,Benthic_Snail_Clear/Smooth Swiss Chalet,Buccinoidea,,1
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,,54
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,Cancellaridae,,64
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Copepod,5,Copepod_5,"Candacia ethiopica (Dana, 1849)",,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,,2
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,8,Copepod_8,Candacia truncata,,4
PAL22_S2_3_S_3,South,S2,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,,1
PAL22_S2_2_S_2,South,S2,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,Chaetopteridae,,2
PAL22_S2_2_S_2,South,S2,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,Clypeaster sp.,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,,31
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,1,Copepod_1,Corycaeidae sp.,,79
PAL22_S2_3_S_3,South,S2,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),Creseis sp.,,3
PAL22_S2_2_S_2,South,S2,Meroplankton,Echinoderm,Echinopluteus 1,Echinoderm_Echinopluteus 1,Echinostrephus aciculatus,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Isopod,3,Isopod_3,Isopoda,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Isopod,3,Isopod_3,Isopoda,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,,760
PAL22_S2_3_S_3,South,S2,Holoplankton,Copepod,2,Copepod_2,Ivellopsis denticauda,,1116
PAL22_S2_3_S_3,South,S2,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,Lepas anserifera,,1
PAL22_S2_2_S_2,South,S2,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,Lepas anserifera,,6
PAL22_S2_2_S_2,South,S2,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),Limacina sp.,,8
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,Littoraria sp.,,2
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,Littoraria sp.,,4
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,,13
PAL22_S2_2_S_2,South,S2,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,Littorinimorpha,,150
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Cross-Hatched,Benthic_Snail_Cross-Hatched,Lyncina leviathan,,20
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,Marshallora,,82
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,Marshallora,,88
PAL22_S2_3_S_3,South,S2,Holoplankton,Larvaceans,NA,Larvaceans_NA,NA,Other Gelatinous,13
PAL22_S2_2_S_2,South,S2,Holoplankton,Larvaceans,NA,Larvaceans_NA,NA,Other Gelatinous,64
PAL22_S2_2_S_2,South,S2,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,NA,Other Gelatinous,125
PAL22_S2_3_S_3,South,S2,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,NA,Other Gelatinous,564
PAL22_S2_2_S_2,South,S2,Meroplankton,Echinoderm,Echinopluteus 4,Echinoderm_Echinopluteus 4,Ophiuroidea,,2
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,13,Copepod_13,Podoplea ,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,,198
PAL22_S2_3_S_3,South,S2,Holoplankton,Evadne,NA,Evadne_NA,Pseudoevadne tergestina,,115
PAL22_S2_3_S_3,South,S2,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,,2
PAL22_S2_2_S_2,South,S2,Holoplankton,Chaetognath,NA,Chaetognath_NA,Sagittidae,,4
PAL22_S2_3_S_3,South,S2,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,Sagittidae B,,4
PAL22_S2_2_S_2,South,S2,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,Sagittidae B,,7
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,14,Copepod_14,Sapphirina ovatolanceolata,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Copepod,3,Copepod_3,Sapphirina sp.,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,3,Copepod_3,Sapphirina sp.,,2
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,Snowy,Copepod_Snowy,Sapphirina stellata,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Copepod,Shiny,Copepod_Shiny,Sapphirina vorax,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Shrimp,Mysid,Shrimp_Mysid,Thysanopoda sp.,,29
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic_Snail,Moonsnail/ Bubble Pteropod,Benthic_Snail_Moonsnail/ Bubble Pteropod,Zacalantica sp.,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Amphipod,Alien,Amphipod_Alien,,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Amphipod,Hyperiid_1,Amphipod_Hyperiid_1,,,1
PAL22_S2_3_S_3,South,S2,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,,,5
PAL22_S2_2_S_2,South,S2,Holoplankton,Amphipod,Hyperiid_All Eyes,Amphipod_Hyperiid_All Eyes,,,6
PAL22_S2_3_S_3,South,S2,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,,,2
PAL22_S2_2_S_2,South,S2,Holoplankton,Ascidean_Tadpole,NA,Ascidean_Tadpole_NA,,,1
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic_Snail,17,Benthic_Snail_17,,,1
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,3,Benthic_Snail_3,,,3
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,4,Benthic_Snail_4,,,9
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,5,Benthic_Snail_5,,,1
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic_Snail,5,Benthic_Snail_5,,,1
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,6,Benthic_Snail_6,,,1
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic_Snail,6,Benthic_Snail_6,,,1
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,,,5
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,,,1
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Cross-Hatched Hole,Benthic_Snail_Cross-Hatched Hole,,,2
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,,,2
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,,,16
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,,,4
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,,,3
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,,,12
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,,374
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,,,201
PAL22_S2_3_S_3,South,S2,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,,,1
PAL22_S2_2_S_2,South,S2,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,,,4
PAL22_S2_3_S_3,South,S2,Meroplankton,Bivalve,1,Bivalve_1,,,1
PAL22_S2_2_S_2,South,S2,Meroplankton,Bivalve,1,Bivalve_1,,,6
PAL22_S2_2_S_2,South,S2,Meroplankton,Bivalve,2,Bivalve_2,Clean No Match,,1
PAL22_S2_2_S_2,South,S2,Meroplankton,Bivalve,4,Bivalve_4,,,1
PAL22_S2_2_S_2,South,S2,Holoplankton,Cephalopod,Squid 1,Cephalopod_Squid 1,,,1
PAL22_S2_3_S_3,South,S2,Meroplankton,Cnidaria,Anthozoan_NA,Cnidaria_Anthozoan_NA,,,2
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,7,Copepod_7,No ID,,6
PAL22_S2_3_S_3,South,S2,Holoplankton,Copepod,7,Copepod_7,No ID,,23
PAL22_S2_3_S_3,South,S2,Holoplankton,Copepod,9,Copepod_9,,,8
PAL22_S2_2_S_2,South,S2,Holoplankton,Copepod,9,Copepod_9,,,64
PAL22_S2_3_S_3,South,S2,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,Clean No Match,,7
