Sample,Zone,Site,Type,Plankton_Category,Specimen_Type,Morphotype,Spec_Morph,Total_Count,SampleBase,BRUVString
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Embryo,2,Embryo_2,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Embryo,3,Embryo_3,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Fish,Eggs,Fish_Eggs,328,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Fish,Embryo,Fish_Embryo,9,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Fish,Grumpy,Fish_Grumpy,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,308,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Fish,Myctophid,Fish_Myctophid,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Fish,Young,Fish_Young,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Jelly,2,Jelly_2,9,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Jelly,7,Jelly_7,2,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Meroplankton,Nemertean,4,Nemertean_4,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,9,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Ostracod,Cypriid 1,Ostracod_Cypriid 1,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Meroplankton,Polychaete,3,Polychaete_3,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Meroplankton,Polychaete,Larva 15,Polychaete_Larva 15,2,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Meroplankton,Polychaete,Larva 16,Polychaete_Larva 16,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Meroplankton,Polychaete,Larva 17,Polychaete_Larva 17,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Meroplankton,Polychaete,Larva 8,Polychaete_Larva 8,3,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Polychaete,Pelagic 5,Polychaete_Pelagic 5,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Polychaete,Pelagic 6,Polychaete_Pelagic 6,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,2,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Pteropod,1B,Pteropod_1B,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,6,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,4,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,4,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,2,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Pteropod,Striated,Pteropod_Striated,45,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Pteropod,Unshelled 4,Pteropod_Unshelled 4,4,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Salp,2,Salp_2,18,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Shrimp,1,Shrimp_1,23,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Shrimp,12,Shrimp_12,10,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Shrimp,13,Shrimp_13,7,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Shrimp,16,Shrimp_16,2,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Shrimp,4,Shrimp_4,2,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Holoplankton,Shrimp,8,Shrimp_8,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 2,Sipunculan_Pelagosphera 2,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 4,Sipunculan_Pelagosphera 4,1,PAL22_S4_2_S,PAL22_24
PAL22_S4_2_S_2,South,S4,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 5,Sipunculan_Pelagosphera 5,4,PAL22_S4_2_S,PAL22_24
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Cnidaria,Unknown_27,Cnidaria_Unknown_27,8,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,5,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,6,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Copepod,5,Copepod_5,75,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Copepod,8,Copepod_8,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Copepod,1,Copepod_1,1360,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Unshelled,Pteropod_Unshelled,19,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Styliola (Pin Straight),Pteropod_Styliola (Pin Straight),53,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Ice Cream Cone,Pteropod_Ice Cream Cone,62,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Copepod,11,Copepod_11,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Helicina (Flat),Pteropod_Helicina (Flat),69,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Copepod,2,Copepod_2,2784,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Barnacle,Cypriid NA,Barnacle_Cypriid NA,8,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Retroversa (Snail-Like),Pteropod_Retroversa (Snail-Like),47,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Horizontal Ridges Orange,Benthic_Snail_Horizontal Ridges Orange,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Benthic_Snail,Cinnamon Roll,Benthic_Snail_Cinnamon Roll,188,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Swiss Chalet Orange,Benthic_Snail_Swiss Chalet Orange,95,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Other Gelatinous,NA,Other Gelatinous_NA,832,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Copepod,13,Copepod_13,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Evadne,NA,Evadne_NA,960,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Chaetognath,NA,Chaetognath_NA,552,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Chaetognath,Round Head,Chaetognath_Round Head,79,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Copepod,3,Copepod_3,28,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Copepod,Snowy,Copepod_Snowy,5,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Copepod,Shiny,Copepod_Shiny,9,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Krill,Copepodite,Krill_Copepodite,20,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Krill,Unknown_2,Krill_Unknown_2,16,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Amphipod,4,Amphipod_4,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Amphipod,5,Amphipod_5,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Amphipod,Alien,Amphipod_Alien,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Amphipod,Hyperiid_1,Amphipod_Hyperiid_1,6,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Amphipod,Hyperiid_Alien 1,Amphipod_Hyperiid_Alien 1,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Amphipod,Hyperiid_Baby Face,Amphipod_Hyperiid_Baby Face,10,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Amphipod,Hyperiid_Big Thighs,Amphipod_Hyperiid_Big Thighs,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Amphipod,Hyperiid_Headless,Amphipod_Hyperiid_Headless,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Amphipod,Hyperiid_NA,Amphipod_Hyperiid_NA,8,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Amphipod,Hyperiid_Small Eyes,Amphipod_Hyperiid_Small Eyes,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Ascidean_Tadpole,NA,Ascidean_Tadpole_NA,7,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,10,Benthic_Snail_10,7,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,16,Benthic_Snail_16,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,17,Benthic_Snail_17,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,20,Benthic_Snail_20,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,3,Benthic_Snail_3,10,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,4,Benthic_Snail_4,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,5,Benthic_Snail_5,7,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,7,Benthic_Snail_7,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,8,Benthic_Snail_8,11,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,9,Benthic_Snail_9,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Bubble 2,Benthic_Snail_Bubble 2,40,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Bubble 3,Benthic_Snail_Bubble 3,18,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Caramel,Benthic_Snail_Caramel,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Crown,Benthic_Snail_Crown,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Disco Ball,Benthic_Snail_Disco Ball,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Gold-Plated,Benthic_Snail_Gold-Plated,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Irridescent,Benthic_Snail_Irridescent,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Pocked Clear,Benthic_Snail_Pocked Clear,32,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Purple,Benthic_Snail_Purple,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Shelves,Benthic_Snail_Shelves,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Short Angled Ridges,Benthic_Snail_Short Angled Ridges,14,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Short Hatched,Benthic_Snail_Short Hatched,29,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Short Light Orange,Benthic_Snail_Short Light Orange,43,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Strawberry,Benthic_Snail_Strawberry,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Thorny B,Benthic_Snail_Thorny B,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Tulip,Benthic_Snail_Tulip,15,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Bivalve,1,Bivalve_1,17,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Bivalve,3,Bivalve_3,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Bivalve,4,Bivalve_4,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Bivalve,6,Bivalve_6,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Bivalve,7,Bivalve_7,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Cephalopod,4,Cephalopod_4,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Cnidaria,Coral Larva 4,Cnidaria_Coral Larva 4,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Copepod,7,Copepod_7,24,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Copepod,Jagged Tail,Copepod_Jagged Tail,12,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Copepod,Like 1 But Chunky,Copepod_Like 1 But Chunky,336,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Crab,Speckles Zoea,Crab_Speckles Zoea,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Crab,Zoea 2,Crab_Zoea 2,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 5,Echinoderm_Echinopluteus 5,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 7B,Echinoderm_Echinopluteus 7B,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Echinoderm,EJ,Echinoderm_EJ,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Echinoderm,EJ 1,Echinoderm_EJ 1,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Echinoderm,EJ 2,Echinoderm_EJ 2,6,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Echinoderm,OJ 1,Echinoderm_OJ 1,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Embryo,2,Embryo_2,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Embryo,4,Embryo_4,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Embryo,5,Embryo_5,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Fish,Eggs,Fish_Eggs,41,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Fish,Freckled,Fish_Freckled,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,41,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Fish,Myctophid,Fish_Myctophid,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Fish,Small Eggs,Fish_Small Eggs,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Fish,Tuna-Like Fish,Fish_Tuna-Like Fish,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Jelly,2,Jelly_2,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Limpet,1,Limpet_1,8,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Nemertean,Small Eyes,Nemertean_Small Eyes,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Nudibranch,Larva 1,Nudibranch_Larva 1,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Nudibranch,Larva 2,Nudibranch_Larva 2,58,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Nudibranch,Larva 5,Nudibranch_Larva 5,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Platyhelminth,Digenean,Platyhelminth_Digenean,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Polychaete,Pelagic Glasses,Polychaete_Pelagic Glasses,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Polychaete,Scale Worm,Polychaete_Scale Worm,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Porifera,Spongebob,Porifera_Spongebob,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,1,Pteropod_1,16,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,2,Pteropod_2,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,3,Pteropod_3,16,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,3B,Pteropod_3B,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Big Cone,Pteropod_Big Cone,62,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Corkscrew,Pteropod_Corkscrew,58,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Cornucopia,Pteropod_Cornucopia,11,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Crepidula,Pteropod_Crepidula,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Dieting Styliola,Pteropod_Dieting Styliola,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Kiddie Cone,Pteropod_Kiddie Cone,19,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Retroversa 2,Pteropod_Retroversa 2,16,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Striated,Pteropod_Striated,53,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Pteropod,Unshelled 4,Pteropod_Unshelled 4,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Shrimp,1,Shrimp_1,4,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Shrimp,11,Shrimp_11,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Shrimp,12,Shrimp_12,32,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Shrimp,13,Shrimp_13,6,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Shrimp,15,Shrimp_15,14,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Shrimp,3,Shrimp_3,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Shrimp,4,Shrimp_4,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Shrimp,7,Shrimp_7,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Shrimp,9,Shrimp_9,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Holoplankton,Shrimp,Mantis,Shrimp_Mantis,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Sipunculan,Irridescent,Sipunculan_Irridescent,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Sipunculan,NA,Sipunculan_NA,2,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Sipunculan,Peach Pelagosphera,Sipunculan_Peach Pelagosphera,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 3,Sipunculan_Pelagosphera 3,3,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 4,Sipunculan_Pelagosphera 4,6,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Sipunculan,White,Sipunculan_White,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_1_S_1,West,W1,Zooplankton,Meroplankton,Stomatopod,Whale Tail Antizoea,Stomatopod_Whale Tail Antizoea,1,PAL22_W1_1_S,PAL22_9
PAL22_W1_2_S_2,West,W1,Zooplankton,Meroplankton,Sipunculan,Pelagosphera 1,Sipunculan_Pelagosphera 1,2,PAL22_W1_2_S,PAL22_10
PAL22_W1_2_S_2,West,W1,Zooplankton,Meroplankton,Benthic_Snail,Dark Angle Orange,Benthic_Snail_Dark Angle Orange,10,PAL22_W1_2_S,PAL22_10
PAL22_W1_2_S_2,West,W1,Zooplankton,Holoplankton,Copepod,5,Copepod_5,118,PAL22_W1_2_S,PAL22_10
PAL22_W1_2_S_2,West,W1,Zooplankton,Holoplankton,Copepod,8,Copepod_8,2,PAL22_W1_2_S,PAL22_10
PAL22_W1_2_S_2,West,W1,Zooplankton,Meroplankton,Polychaete,Larva 7,Polychaete_Larva 7,5,PAL22_W1_2_S,PAL22_10
PAL22_W1_2_S_2,West,W1,Zooplankton,Meroplankton,Echinoderm,Echinopluteus 3,Echinoderm_Echinopluteus 3,5,PAL22_W1_2_S,PAL22_10
