BRUVString,Zone.x,Site.x,Type.x,Plankton_Category,Specimen_Type,Total_Specimens,Unique_Morphotypes,Sample,Site.y,Zone.y,Type.y,Year,Family,Binomial,Common name,MaxN,Biomass_g,Biomass_kg
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Copepod,1190,9,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Copepod,1190,9,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Copepod,1190,9,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Copepod,1190,9,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Evadne,115,0,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Evadne,115,0,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Evadne,115,0,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Evadne,115,0,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Evadne,115,0,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Fish,115,5,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Fish,115,5,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Fish,115,5,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Fish,115,5,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Fish,115,5,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Huge_Hairy_Egg,6,0,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Huge_Hairy_Egg,6,0,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Huge_Hairy_Egg,6,0,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Huge_Hairy_Egg,6,0,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Huge_Hairy_Egg,6,0,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Isopod,1,1,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Isopod,1,1,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Isopod,1,1,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Isopod,1,1,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Isopod,1,1,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Jelly,1,1,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Jelly,1,1,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Jelly,1,1,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Jelly,1,1,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Jelly,1,1,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Larvaceans,13,0,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Larvaceans,13,0,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Larvaceans,13,0,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Larvaceans,13,0,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Larvaceans,13,0,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Ostracod,1,1,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Ostracod,1,1,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Ostracod,1,1,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Ostracod,1,1,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Ostracod,1,1,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Other Gelatinous,564,0,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Other Gelatinous,564,0,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Other Gelatinous,564,0,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Other Gelatinous,564,0,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Other Gelatinous,564,0,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Polychaete,2,1,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Polychaete,2,1,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Polychaete,2,1,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Polychaete,2,1,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Polychaete,2,1,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Pteropod,17,6,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Pteropod,17,6,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Pteropod,17,6,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Pteropod,17,6,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Pteropod,17,6,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Salp,1,1,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Salp,1,1,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Salp,1,1,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Salp,1,1,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Holoplankton,Salp,1,1,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Barnacle,1,1,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Barnacle,1,1,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Barnacle,1,1,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Barnacle,1,1,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Barnacle,1,1,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Benthic_Snail,369,13,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Benthic_Snail,369,13,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Benthic_Snail,369,13,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Benthic_Snail,369,13,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Benthic_Snail,369,13,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Bivalve,1,1,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Bivalve,1,1,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Bivalve,1,1,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Bivalve,1,1,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Bivalve,1,1,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Cnidaria,7,2,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Cnidaria,7,2,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Cnidaria,7,2,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Cnidaria,7,2,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Cnidaria,7,2,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Echinoderm,1,1,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Echinoderm,1,1,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Echinoderm,1,1,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Echinoderm,1,1,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Echinoderm,1,1,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Nemertean,1,1,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Nemertean,1,1,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Nemertean,1,1,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Nemertean,1,1,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Nemertean,1,1,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Platyhelminth,1,1,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Platyhelminth,1,1,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Platyhelminth,1,1,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Platyhelminth,1,1,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Platyhelminth,1,1,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Polychaete,4,4,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Polychaete,4,4,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Polychaete,4,4,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Polychaete,4,4,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Polychaete,4,4,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Sipunculan,3,2,PAL22_086,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Sipunculan,3,2,PAL22_087,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Sipunculan,3,2,PAL22_088,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Sipunculan,3,2,PAL22_089,S2,PNMS South,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.17,1.7e-4
PAL22_18,PNMS South,S2,Zooplankton,Meroplankton,Sipunculan,3,2,PAL22_090,S2,PNMS South,Fish,2022,None,None,None,0,0,0
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_006,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,15,1282.21,1.28221
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_006,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.04,4e-5
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_007,N1,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,13,769.98,0.76998
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_008,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,3,208.37,0.20837
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_009,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,79,6889.06,6.88906
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Amphipod,1,1,PAL22_010,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.16,1.6e-4
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Benthic_Snail,1,1,PAL22_006,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,15,1282.21,1.28221
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Benthic_Snail,1,1,PAL22_006,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.04,4e-5
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Benthic_Snail,1,1,PAL22_007,N1,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,13,769.98,0.76998
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Benthic_Snail,1,1,PAL22_008,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,3,208.37,0.20837
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Benthic_Snail,1,1,PAL22_009,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,79,6889.06,6.88906
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Benthic_Snail,1,1,PAL22_010,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.16,1.6e-4
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Chaetognath,17,1,PAL22_006,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,15,1282.21,1.28221
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Chaetognath,17,1,PAL22_006,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.04,4e-5
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Chaetognath,17,1,PAL22_007,N1,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,13,769.98,0.76998
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Chaetognath,17,1,PAL22_008,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,3,208.37,0.20837
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Chaetognath,17,1,PAL22_009,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,79,6889.06,6.88906
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Chaetognath,17,1,PAL22_010,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.16,1.6e-4
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Copepod,529,6,PAL22_006,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,15,1282.21,1.28221
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Copepod,529,6,PAL22_006,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.04,4e-5
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Copepod,529,6,PAL22_007,N1,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,13,769.98,0.76998
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Copepod,529,6,PAL22_008,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,3,208.37,0.20837
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Copepod,529,6,PAL22_009,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,79,6889.06,6.88906
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Copepod,529,6,PAL22_010,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.16,1.6e-4
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Evadne,69,0,PAL22_006,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,15,1282.21,1.28221
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Evadne,69,0,PAL22_006,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.04,4e-5
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Evadne,69,0,PAL22_007,N1,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,13,769.98,0.76998
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Evadne,69,0,PAL22_008,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,3,208.37,0.20837
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Evadne,69,0,PAL22_009,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,79,6889.06,6.88906
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Evadne,69,0,PAL22_010,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.16,1.6e-4
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Fish,85,5,PAL22_006,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,15,1282.21,1.28221
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Fish,85,5,PAL22_006,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.04,4e-5
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Fish,85,5,PAL22_007,N1,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,13,769.98,0.76998
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Fish,85,5,PAL22_008,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,3,208.37,0.20837
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Fish,85,5,PAL22_009,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,79,6889.06,6.88906
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Fish,85,5,PAL22_010,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.16,1.6e-4
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Larvaceans,12,0,PAL22_006,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,15,1282.21,1.28221
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Larvaceans,12,0,PAL22_006,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.04,4e-5
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Larvaceans,12,0,PAL22_007,N1,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,13,769.98,0.76998
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Larvaceans,12,0,PAL22_008,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,3,208.37,0.20837
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Larvaceans,12,0,PAL22_009,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,79,6889.06,6.88906
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Larvaceans,12,0,PAL22_010,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.16,1.6e-4
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Ostracod,1,1,PAL22_006,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,15,1282.21,1.28221
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Ostracod,1,1,PAL22_006,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.04,4e-5
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Ostracod,1,1,PAL22_007,N1,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,13,769.98,0.76998
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Ostracod,1,1,PAL22_008,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,3,208.37,0.20837
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Ostracod,1,1,PAL22_009,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,79,6889.06,6.88906
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Ostracod,1,1,PAL22_010,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.16,1.6e-4
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Other Gelatinous,18,0,PAL22_006,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,15,1282.21,1.28221
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Other Gelatinous,18,0,PAL22_006,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.04,4e-5
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Other Gelatinous,18,0,PAL22_007,N1,PNMS North,Fish,2022,Carangidae,Decapterus sp,Decapterus scad,13,769.98,0.76998
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Other Gelatinous,18,0,PAL22_008,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,3,208.37,0.20837
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Other Gelatinous,18,0,PAL22_009,N1,PNMS North,Fish,2022,Coryphaenidae,Coryphaena equiselis,pompano dolphinfish,79,6889.06,6.88906
PAL22_2,PNMS North,N1,Zooplankton,Holoplankton,Other Gelatinous,18,0,PAL22_010,N1,PNMS North,Fish,2022,Nomeidae,Psenes sp,Psenes driftfish,1,0.16,1.6e-4
