ID,Region,Site,Replicate,Sampling Depth,Processed By,Processing Date,Plankton Category,Specimen Type,Morphotype,Spec_Morph,Genetic_ID,Final_ID,Initial Count,Multiplication Factor,Total Count,Present,Preserved,Notes,,,,,,,,,,,,,,,,,,,,,
PAL22_S1_1_S,South,1,1,Surface,Sarah Zuidema,11/14/2023&11/15/2023&11/16/2023&11/17/2023&11/20/2023,Holoplankton,Fish,Embryo,Fish_Embryo,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S2_3_S,South,2,3,Surface,Sarah Zuidema,10/4/2023&10/5/2023,Holoplankton,Fish,Embryo,Fish_Embryo,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S3_3_S,South,3,3,Surface,Sarah Zuidema,10/20/2023&10/23/2023&10/24/2023,Holoplankton,Fish,Embryo,Fish_Embryo,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S4_1_S,South,4,1,Surface,Sarah Zuidema,11/2/2023&11/3/2023&11/6/2023,Holoplankton,Fish,Embryo,Fish_Embryo,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W1_1_S,West,1,1,Surface,Sarah Zuidema,11/6/2023&11/7/2023&11/8/2023&11/14/2023,Holoplankton,Fish,Embryo,Fish_Embryo,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_1_S,West,4,1,Surface,Sarah Zuidema,10/10/2023&10/11/2023&10/16/2023&10/17/2023&10/18/2023&10/19/2023&10/23/2023,Holoplankton,Fish,Embryo,Fish_Embryo,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_2_S,West,4,2,Surface,Sarah Zuidema,11/20/2023&11/21/2023&11/27/2023,Holoplankton,Fish,Embryo,Fish_Embryo,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_WA_2_S,West,A,2,Surface,Sarah Zuidema,10/25/2023&10/26/2023&10/30/2023&11/1/2023&11/2/2023&11/3/2023,Holoplankton,Fish,Embryo,Fish_Embryo,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W3_1_S,West,3,1,Surface,Sarah Zuidema,10/5/2023&10/6/2023&10/9/2023&10/10/2023,Holoplankton,Fish,Embryo,Fish_Embryo,,,5,1,5,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S4_2_S,South,4,2,Surface,Sarah Zuidema,10/2/2023&10/3/2023&10/4/2023,Holoplankton,Fish,Embryo,Fish_Embryo,,,9,1,9,1,1,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_2_S,West,4,2,Surface,Sarah Zuidema,11/20/2023&11/21/2023&11/27/2023,Holoplankton,Fish,Freckled,Fish_Freckled,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S1_1_S,South,1,1,Surface,Sarah Zuidema,11/14/2023&11/15/2023&11/16/2023&11/17/2023&11/20/2023,Holoplankton,Fish,Freckled,Fish_Freckled,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W1_1_S,West,1,1,Surface,Sarah Zuidema,11/6/2023&11/7/2023&11/8/2023&11/14/2023,Holoplankton,Fish,Freckled,Fish_Freckled,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
PAL22_S1_1_S,South,1,1,Surface,Sarah Zuidema,11/14/2023&11/15/2023&11/16/2023&11/17/2023&11/20/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S1_3_S,South,1,3,Surface,Sarah Zuidema,8/17/2023&8/18/2023&8/21/2023&8/22/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S2_2_S,South,2,2,Surface,Sarah Zuidema,8/23/2023&8/24/2023&8/25/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S2_3_S,South,2,3,Surface,Sarah Zuidema,10/4/2023&10/5/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S3_2_S,South,3,2,Surface,Sarah Zuidema,8/28/2023&8/29/2023&8/31/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S3_3_S,South,3,3,Surface,Sarah Zuidema,10/20/2023&10/23/2023&10/24/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S4_1_S,South,4,1,Surface,Sarah Zuidema,11/2/2023&11/3/2023&11/6/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W1_1_S,West,1,1,Surface,Sarah Zuidema,11/6/2023&11/7/2023&11/8/2023&11/14/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W3_1_S,West,3,1,Surface,Sarah Zuidema,10/5/2023&10/6/2023&10/9/2023&10/10/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_1_S,West,4,1,Surface,Sarah Zuidema,10/10/2023&10/11/2023&10/16/2023&10/17/2023&10/18/2023&10/19/2023&10/23/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_2_S,West,4,2,Surface,Sarah Zuidema,11/20/2023&11/21/2023&11/27/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_3_S,West,4,3,Surface,Sarah Zuidema& Johanna Weston,9/11/2023&9/12/2023&9/13/2023&9/18/2023&9/19/2023&9/20/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_WA_1_S,West,A,1,Surface,Sarah Zuidema,8/31/2023&9/1/2023&9/11/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_WA_2_S,West,A,2,Surface,Sarah Zuidema,10/25/2023&10/26/2023&10/30/2023&11/1/2023&11/2/2023&11/3/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S4_2_S,South,4,2,Surface,Sarah Zuidema,10/2/2023&10/3/2023&10/4/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W1_2_S,West,1,2,Surface,Sarah Zuidema& Johanna Weston,9/20/2023&9/25/2023&9/26/2023,Holoplankton,Fish,Grumpy,Fish_Grumpy,,,2,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,
PAL22_N1_1_S,North,1,1,Surface,Sarah Zuidema,6/6/2023&6/7/2023&6/8/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N1_3_S,North,1,3,Surface,Sarah Zuidema,6/8/2023&6/9/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N3_1_S,North,3,1,Surface,Sarah Zuidema,6/12/2023&6/13/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N3_2_S,North,3,2,Surface,Sarah Zuidema,6/12/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N3_3_S,North,3,3,Surface,Sarah Zuidema,6/12/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N4_2_S,North,4,2,Surface,Sarah Zuidema,6/13/2023&6/14/2023&6/15/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S2_2_S,South,2,2,Surface,Sarah Zuidema,8/23/2023&8/24/2023&8/25/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S4_2_S,South,4,2,Surface,Sarah Zuidema,10/2/2023&10/3/2023&10/4/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N4_1_S,North,4,1,Surface,Sarah Zuidema,6/20/2023&6/21/2023&6/22/2023&6/23/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
PAL22_W3_1_S,West,3,1,Surface,Sarah Zuidema,10/5/2023&10/6/2023&10/9/2023&10/10/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_1_S,West,4,1,Surface,Sarah Zuidema,10/10/2023&10/11/2023&10/16/2023&10/17/2023&10/18/2023&10/19/2023&10/23/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_3_S,West,4,3,Surface,Sarah Zuidema& Johanna Weston,9/11/2023&9/12/2023&9/13/2023&9/18/2023&9/19/2023&9/20/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S1_3_S,South,1,3,Surface,Sarah Zuidema,8/17/2023&8/18/2023&8/21/2023&8/22/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,2,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_2_S,West,4,2,Surface,Sarah Zuidema,11/20/2023&11/21/2023&11/27/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,2,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S1_1_S,South,1,1,Surface,Sarah Zuidema,11/14/2023&11/15/2023&11/16/2023&11/17/2023&11/20/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,3,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S4_1_S,South,4,1,Surface,Sarah Zuidema,11/2/2023&11/3/2023&11/6/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,3,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W1_2_S,West,1,2,Surface,Sarah Zuidema& Johanna Weston,9/20/2023&9/25/2023&9/26/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,3,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S3_2_S,South,3,2,Surface,Sarah Zuidema,8/28/2023&8/29/2023&8/31/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,5,1,5,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S3_3_S,South,3,3,Surface,Sarah Zuidema,10/20/2023&10/23/2023&10/24/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,5,1,5,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_WA_2_S,West,A,2,Surface,Sarah Zuidema,10/25/2023&10/26/2023&10/30/2023&11/1/2023&11/2/2023&11/3/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,6,1,6,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S2_3_S,South,2,3,Surface,Sarah Zuidema,10/4/2023&10/5/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,10,1,10,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_WA_1_S,West,A,1,Surface,Sarah Zuidema,8/31/2023&9/1/2023&9/11/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,27,1,27,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N1_2_S,North,1,2,Surface,Sarah Zuidema,8/25/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,35,1,35,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W1_1_S,West,1,1,Surface,Sarah Zuidema,11/6/2023&11/7/2023&11/8/2023&11/14/2023,Holoplankton,Fish,Huge Egg No Hair,Fish_Huge Egg No Hair,,,41,1,41,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N1_1_S,North,1,1,Surface,Sarah Zuidema,6/6/2023&6/7/2023&6/8/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N1_3_S,North,1,3,Surface,Sarah Zuidema,6/8/2023&6/9/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N3_1_S,North,3,1,Surface,Sarah Zuidema,6/12/2023&6/13/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N3_2_S,North,3,2,Surface,Sarah Zuidema,6/12/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N3_3_S,North,3,3,Surface,Sarah Zuidema,6/12/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N4_2_S,North,4,2,Surface,Sarah Zuidema,6/13/2023&6/14/2023&6/15/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N1_2_S,North,1,2,Surface,Sarah Zuidema,8/25/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,2,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_1_S,West,4,1,Surface,Sarah Zuidema,10/10/2023&10/11/2023&10/16/2023&10/17/2023&10/18/2023&10/19/2023&10/23/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,2,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_2_S,West,4,2,Surface,Sarah Zuidema,11/20/2023&11/21/2023&11/27/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,2,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W1_1_S,West,1,1,Surface,Sarah Zuidema,11/6/2023&11/7/2023&11/8/2023&11/14/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,3,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_WA_2_S,West,A,2,Surface,Sarah Zuidema,10/25/2023&10/26/2023&10/30/2023&11/1/2023&11/2/2023&11/3/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,3,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S2_3_S,South,2,3,Surface,Sarah Zuidema,10/4/2023&10/5/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,5,1,5,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W3_1_S,West,3,1,Surface,Sarah Zuidema,10/5/2023&10/6/2023&10/9/2023&10/10/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,5,1,5,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_3_S,West,4,3,Surface,Sarah Zuidema& Johanna Weston,9/11/2023&9/12/2023&9/13/2023&9/18/2023&9/19/2023&9/20/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,5,1,5,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_WA_1_S,West,A,1,Surface,Sarah Zuidema,8/31/2023&9/1/2023&9/11/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,5,1,5,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N4_1_S,North,4,1,Surface,Sarah Zuidema,6/20/2023&6/21/2023&6/22/2023&6/23/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,8,1,8,1,1,,,,,,,,,,,,,,,,,,,,,,
PAL22_S1_3_S,South,1,3,Surface,Sarah Zuidema,8/17/2023&8/18/2023&8/21/2023&8/22/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,10,1,10,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S4_1_S,South,4,1,Surface,Sarah Zuidema,11/2/2023&11/3/2023&11/6/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,15,1,15,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S2_2_S,South,2,2,Surface,Sarah Zuidema,8/23/2023&8/24/2023&8/25/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,19,1,19,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S3_3_S,South,3,3,Surface,Sarah Zuidema,10/20/2023&10/23/2023&10/24/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,20,1,20,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S3_2_S,South,3,2,Surface,Sarah Zuidema,8/28/2023&8/29/2023&8/31/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,25,1,25,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S1_1_S,South,1,1,Surface,Sarah Zuidema,11/14/2023&11/15/2023&11/16/2023&11/17/2023&11/20/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,30,1,30,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W1_2_S,West,1,2,Surface,Sarah Zuidema& Johanna Weston,9/20/2023&9/25/2023&9/26/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,39,1,39,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S4_2_S,South,4,2,Surface,Sarah Zuidema,10/2/2023&10/3/2023&10/4/2023,Holoplankton,Fish,Large Cloudy Eggs,Fish_Large Cloudy Eggs,,,77,4,308,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N1_2_S,North,1,2,Surface,Sarah Zuidema,8/25/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N1_3_S,North,1,3,Surface,Sarah Zuidema,6/8/2023&6/9/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N3_1_S,North,3,1,Surface,Sarah Zuidema,6/12/2023&6/13/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N3_2_S,North,3,2,Surface,Sarah Zuidema,6/12/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N3_3_S,North,3,3,Surface,Sarah Zuidema,6/12/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N4_1_S,North,4,1,Surface,Sarah Zuidema,6/20/2023&6/21/2023&6/22/2023&6/23/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N4_2_S,North,4,2,Surface,Sarah Zuidema,6/13/2023&6/14/2023&6/15/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S1_1_S,South,1,1,Surface,Sarah Zuidema,11/14/2023&11/15/2023&11/16/2023&11/17/2023&11/20/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S1_3_S,South,1,3,Surface,Sarah Zuidema,8/17/2023&8/18/2023&8/21/2023&8/22/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S2_2_S,South,2,2,Surface,Sarah Zuidema,8/23/2023&8/24/2023&8/25/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S2_3_S,South,2,3,Surface,Sarah Zuidema,10/4/2023&10/5/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S3_2_S,South,3,2,Surface,Sarah Zuidema,8/28/2023&8/29/2023&8/31/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S3_3_S,South,3,3,Surface,Sarah Zuidema,10/20/2023&10/23/2023&10/24/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S4_1_S,South,4,1,Surface,Sarah Zuidema,11/2/2023&11/3/2023&11/6/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S4_2_S,South,4,2,Surface,Sarah Zuidema,10/2/2023&10/3/2023&10/4/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W1_1_S,West,1,1,Surface,Sarah Zuidema,11/6/2023&11/7/2023&11/8/2023&11/14/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W1_2_S,West,1,2,Surface,Sarah Zuidema& Johanna Weston,9/20/2023&9/25/2023&9/26/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W3_1_S,West,3,1,Surface,Sarah Zuidema,10/5/2023&10/6/2023&10/9/2023&10/10/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_1_S,West,4,1,Surface,Sarah Zuidema,10/10/2023&10/11/2023&10/16/2023&10/17/2023&10/18/2023&10/19/2023&10/23/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_2_S,West,4,2,Surface,Sarah Zuidema,11/20/2023&11/21/2023&11/27/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_3_S,West,4,3,Surface,Sarah Zuidema& Johanna Weston,9/11/2023&9/12/2023&9/13/2023&9/18/2023&9/19/2023&9/20/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_WA_1_S,West,A,1,Surface,Sarah Zuidema,8/31/2023&9/1/2023&9/11/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_WA_2_S,West,A,2,Surface,Sarah Zuidema,10/25/2023&10/26/2023&10/30/2023&11/1/2023&11/2/2023&11/3/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N1_1_S,North,1,1,Surface,Sarah Zuidema,6/6/2023&6/7/2023&6/8/2023,Holoplankton,Fish,Long Thin,Fish_Long Thin,,,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
PAL22_W1_2_S,West,1,2,Surface,Sarah Zuidema& Johanna Weston,9/20/2023&9/25/2023&9/26/2023,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_N1_2_S,North,1,2,Surface,Sarah Zuidema,8/25/2023,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,1,1,1,1,1,called fish #1,,,,,,,,,,,,,,,,,,,,,
PAL22_S2_2_S,South,2,2,Surface,Sarah Zuidema,8/23/2023&8/24/2023&8/25/2023,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,1,1,1,1,1,labelled fish #1,,,,,,,,,,,,,,,,,,,,,
PAL22_S4_2_S,South,4,2,Surface,Sarah Zuidema,10/2/2023&10/3/2023&10/4/2023,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W3_1_S,West,3,1,Surface,Sarah Zuidema,10/5/2023&10/6/2023&10/9/2023&10/10/2023,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S4_1_S,South,4,1,Surface,Sarah Zuidema,11/2/2023&11/3/2023&11/6/2023,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,2,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_2_S,West,4,2,Surface,Sarah Zuidema,11/20/2023&11/21/2023&11/27/2023,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,2,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_WA_1_S,West,A,1,Surface,Sarah Zuidema,8/31/2023&9/1/2023&9/11/2023,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,2,1,2,1,1,fish #1,,,,,,,,,,,,,,,,,,,,,
PAL22_S2_3_S,South,2,3,Surface,Sarah Zuidema,10/4/2023&10/5/2023,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,3,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_S3_3_S,South,3,3,Surface,Sarah Zuidema,10/20/2023&10/23/2023&10/24/2023,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,3,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W1_1_S,West,1,1,Surface,Sarah Zuidema,11/6/2023&11/7/2023&11/8/2023&11/14/2023,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,4,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,
PAL22_W4_3_S,West,4,3,Surface,Sarah Zuidema& Johanna Weston,9/11/2023&9/12/2023&9/13/2023&9/18/2023&9/19/2023&9/20/2023,Holoplankton,Fish,Myctophid,Fish_Myctophid,,,4,1,4,1,0,,,,,,,,,,,,,,,,,,,,,,
